id,age,margins,districts_and_neighborhoods,periods,municipality,region_type,big_or_small,underweight,overweight,severe_overweight,smoker,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,weekly_athletes,visual_restriction,motor_restriction,socially_lonely,normal_weight,complies_with_alcohol_directive,severely_restricted-due_to_health,comply_with_exercise_guideline,high-risk_anxiety_depression,hearing_restriction
249887,53115,MOG0095,BU15251406,2020JJ00,Teylingen                               ,Buurt     ,S,1.4,41.3,10.0,15.7,84.0,7.6,5.1,24.4,20.5,19.0,44.9,42.6,8.8,26.3,82.7,55.0,2.4,2.7,24.5,50.1,31.6,2.3,51.2,5.3,1.8
249890,53115,MOG0095,BU15251407,2020JJ00,Teylingen                               ,Buurt     ,S,0.6,33.7,5.1,7.4,85.1,5.1,3.4,17.1,13.1,12.0,33.1,29.7,2.9,14.3,85.7,57.1,1.1,0.3,15.4,50.3,23.4,0.0,49.7,1.1,0.0
249893,53115,MOG0095,BU15251408,2020JJ00,Teylingen                               ,Buurt     ,S,0.0,33.9,3.7,5.5,84.4,3.7,1.8,15.6,11.0,10.1,29.4,26.1,1.8,11.9,85.3,56.0,0.0,0.0,13.8,46.8,22.0,0.0,47.7,0.0,0.0
249902,53115,MOG0095,BU15251502,2020JJ00,Teylingen                               ,Buurt     ,S,0.0,30.0,3.3,3.3,70.0,0.0,0.0,13.3,10.0,6.7,26.7,23.3,0.0,10.0,73.3,40.0,0.0,0.0,13.3,33.3,20.0,0.0,36.7,0.0,0.0
249911,53115,MOG0095,BU15252101,2020JJ00,Teylingen                               ,Buurt     ,S,1.3,42.1,9.7,13.1,84.2,7.1,5.2,23.7,20.2,18.9,41.5,38.3,7.1,21.7,84.3,55.6,2.5,2.6,22.8,50.0,31.9,2.2,52.1,4.0,1.5
249914,53115,MOG0095,BU15252102,2020JJ00,Teylingen                               ,Buurt     ,S,1.2,44.7,11.5,15.7,80.8,7.1,4.7,26.1,22.8,21.3,45.6,43.0,9.0,25.7,81.5,51.9,2.7,3.5,25.6,47.3,35.5,2.9,50.3,5.4,2.5
249917,53115,MOG0095,BU15252103,2020JJ00,Teylingen                               ,Buurt     ,S,1.1,39.0,8.7,12.1,79.1,6.0,4.4,24.1,21.3,19.7,40.4,40.1,7.8,23.0,79.8,52.5,1.8,2.5,23.4,47.5,33.3,2.1,48.6,3.5,1.4
249920,53115,MOG0095,BU15252104,2020JJ00,Teylingen                               ,Buurt     ,S,0.0,30.0,2.0,8.0,78.0,4.0,2.0,14.0,10.0,8.0,32.0,30.0,2.0,16.0,80.0,44.0,2.0,0.0,16.0,42.0,20.0,0.0,46.0,0.0,0.0
249926,53115,MOG0095,BU15252201,2020JJ00,Teylingen                               ,Buurt     ,S,0.0,18.2,0.0,0.0,72.7,0.0,0.0,9.1,0.0,0.0,18.2,9.1,0.0,0.0,63.6,27.3,0.0,0.0,0.0,18.2,9.1,0.0,27.3,0.0,0.0
249929,53115,MOG0095,BU15252202,2020JJ00,Teylingen                               ,Buurt     ,S,0.6,41.2,8.1,11.0,83.1,7.1,5.5,21.8,18.8,17.2,35.4,36.4,4.5,16.9,83.1,48.4,1.3,1.3,22.1,46.8,28.9,1.0,48.4,1.9,0.6
301772,53115,MBG0095,BU15250101,2020JJ00,Teylingen                               ,Buurt     ,S,3.0,51.8,17.5,18.9,84.7,10.4,8.0,31.1,28.0,25.9,50.1,47.6,12.0,29.6,87.2,60.4,5.5,6.3,30.4,53.7,43.4,4.9,59.7,8.0,4.6
301775,53115,MBG0095,BU15250102,2020JJ00,Teylingen                               ,Buurt     ,S,3.0,50.9,16.8,19.4,86.1,10.7,7.6,28.7,25.4,23.7,50.9,48.9,12.1,31.0,87.9,61.0,4.7,5.4,30.3,54.1,41.0,4.4,58.9,7.8,4.2
301778,53115,MBG0095,BU15250103,2020JJ00,Teylingen                               ,Buurt     ,S,3.0,49.5,15.1,15.8,91.6,11.1,9.8,28.7,24.4,22.8,45.7,43.4,9.1,25.4,91.0,69.1,4.2,4.2,26.6,57.1,36.1,4.0,61.5,6.1,3.3
301787,53115,MBG0095,BU15250201,2020JJ00,Teylingen                               ,Buurt     ,S,2.9,49.8,15.5,16.9,87.2,10.2,8.0,28.9,24.8,23.2,47.7,45.9,10.6,27.7,88.4,61.9,4.5,4.7,28.1,54.6,39.9,3.9,58.6,6.8,3.6
301790,53115,MBG0095,BU15250202,2020JJ00,Teylingen                               ,Buurt     ,S,3.4,49.7,15.1,16.7,90.2,11.0,8.5,29.0,24.7,23.3,48.1,44.6,9.6,26.5,90.1,65.5,4.3,4.3,26.8,56.9,38.2,4.1,61.1,6.9,3.6
301793,53115,MBG0095,BU15250203,2020JJ00,Teylingen                               ,Buurt     ,S,2.9,48.4,13.6,15.2,89.5,10.0,7.8,28.5,24.0,22.4,46.4,44.0,9.6,25.7,89.3,63.9,3.8,3.8,26.7,55.9,38.4,3.6,60.3,6.0,3.3
301796,53115,MBG0095,BU15250204,2020JJ00,Teylingen                               ,Buurt     ,S,3.2,47.2,12.6,14.1,89.2,10.6,7.7,27.3,22.5,20.9,44.8,42.4,8.5,24.1,90.4,67.1,4.1,3.6,25.4,57.6,37.7,3.1,61.0,5.7,2.7
301799,53115,MBG0095,BU15250205,2020JJ00,Teylingen                               ,Buurt     ,S,3.2,46.0,13.1,15.6,89.4,10.8,7.9,26.3,22.1,20.4,46.9,43.4,9.0,25.8,90.6,68.2,4.1,3.7,26.1,58.4,35.9,3.2,61.2,6.3,2.8
301805,53115,MBG0095,BU15250301,2020JJ00,Teylingen                               ,Buurt     ,S,2.9,47.7,13.9,16.6,89.3,10.6,8.4,27.8,23.8,22.5,47.0,45.0,10.2,26.9,89.9,66.4,4.2,4.2,27.2,58.0,37.6,3.7,60.5,6.4,3.2
301808,53115,MBG0095,BU15250302,2020JJ00,Teylingen                               ,Buurt     ,S,2.7,45.8,12.4,15.5,89.9,9.5,7.0,25.3,21.2,19.8,47.7,42.0,9.0,25.7,91.7,68.2,3.3,3.3,24.3,59.6,36.7,3.1,60.2,6.4,2.8
301811,53115,MBG0095,BU15250303,2020JJ00,Teylingen                               ,Buurt     ,S,3.5,55.5,20.9,24.8,86.6,12.2,9.4,34.9,30.7,29.1,56.7,51.6,14.6,34.3,88.2,59.8,5.9,7.5,32.3,55.5,44.5,6.3,59.1,11.0,5.5
301814,53115,MBG0095,BU15250304,2020JJ00,Teylingen                               ,Buurt     ,S,3.9,49.5,15.5,21.9,91.2,12.7,8.5,27.6,23.3,21.6,54.4,46.6,11.5,30.7,92.6,69.3,4.2,4.6,27.6,61.1,36.4,3.9,60.8,8.8,3.9
301820,53115,MBG0095,BU15250401,2020JJ00,Teylingen                               ,Buurt     ,S,5.0,55.4,19.8,26.7,94.1,17.8,14.9,32.7,30.7,28.7,56.4,53.5,13.9,33.7,93.1,66.3,6.9,6.9,34.7,61.4,39.6,5.9,64.4,9.9,5.9
301823,53115,MBG0095,BU15250402,2020JJ00,Teylingen                               ,Buurt     ,S,9.1,63.6,22.7,27.3,100.0,22.7,18.2,45.5,40.9,38.8,59.1,59.1,22.7,40.9,100.0,77.3,9.1,9.1,45.5,72.7,50.0,13.6,77.3,13.6,9.1
301832,53115,MBG0095,BU15250405,2020JJ00,Teylingen                               ,Buurt     ,S,3.4,48.2,13.8,18.2,91.7,13.6,11.1,27.4,23.4,21.9,46.5,43.5,10.0,25.3,91.2,64.4,4.1,3.8,27.7,57.8,33.4,3.6,60.9,6.0,3.3
301838,53115,MBG0095,BU15251101,2020JJ00,Teylingen                               ,Buurt     ,S,2.9,53.7,17.5,20.5,85.6,10.6,8.3,32.6,28.4,26.6,50.2,48.5,12.0,29.9,86.1,56.8,5.4,6.2,31.0,51.5,41.7,4.9,57.1,8.2,4.4
301841,53115,MBG0095,BU15251102,2020JJ00,Teylingen                               ,Buurt     ,S,3.0,48.5,14.0,17.6,88.3,10.6,7.9,29.5,25.2,23.6,48.5,46.1,10.9,28.4,88.4,63.1,4.4,4.6,28.3,56.6,38.4,4.1,58.3,7.1,3.7
301844,53115,MBG0095,BU15251103,2020JJ00,Teylingen                               ,Buurt     ,S,2.9,52.2,16.3,20.0,87.1,10.7,8.2,30.9,26.6,25.0,50.0,47.8,12.0,30.0,87.5,60.2,4.9,5.4,29.7,53.2,41.0,4.6,57.8,8.0,4.1
301847,53115,MBG0095,BU15251104,2020JJ00,Teylingen                               ,Buurt     ,S,7.1,53.6,17.9,21.4,100.0,21.4,17.9,35.7,32.1,28.6,53.6,50.0,14.3,32.1,100.0,85.7,7.1,7.1,35.7,78.6,46.4,7.1,75.0,10.7,7.1
301853,53115,MBG0095,BU15251201,2020JJ00,Teylingen                               ,Buurt     ,S,3.2,50.4,16.1,20.1,87.1,11.0,8.1,29.6,25.8,24.2,51.4,47.9,11.8,29.9,88.1,60.2,4.8,5.3,29.8,55.5,41.0,4.5,57.8,8.2,3.8
301856,53115,MBG0095,BU15251202,2020JJ00,Teylingen                               ,Buurt     ,S,3.0,51.8,16.8,19.9,83.2,10.1,7.6,32.1,28.7,27.0,51.5,49.4,13.0,31.6,85.8,57.8,6.2,7.5,31.1,53.8,45.1,5.6,57.0,8.8,4.8
301859,53115,MBG0095,BU15251203,2020JJ00,Teylingen                               ,Buurt     ,S,6.9,72.4,27.6,34.5,96.6,24.1,20.7,50.1,41.4,37.9,58.6,58.6,20.7,41.4,96.6,69.0,10.3,13.8,44.8,62.1,51.7,10.3,69.0,13.8,10.3
301862,53115,MBG0095,BU15251204,2020JJ00,Teylingen                               ,Buurt     ,S,3.4,50.9,15.4,18.9,89.7,11.2,8.7,28.8,24.7,23.2,49.1,45.3,10.5,27.8,90.1,63.9,4.7,4.7,27.8,56.2,39.1,4.1,60.0,7.3,3.7
301865,53115,MBG0095,BU15251205,2020JJ00,Teylingen                               ,Buurt     ,S,3.5,50.9,14.3,15.7,92.3,12.5,10.5,32.1,27.4,26.1,46.3,45.3,10.5,27.2,90.6,67.2,5.2,4.9,29.3,58.5,38.3,5.2,62.7,6.6,3.8
301868,53115,MBG0095,BU15251206,2020JJ00,Teylingen                               ,Buurt     ,S,3.6,53.6,18.8,22.7,85.3,11.5,8.5,31.6,27.8,26.0,54.4,49.7,13.4,32.5,87.6,58.5,6.2,7.5,30.9,54.4,44.3,5.4,57.7,9.5,5.2
301871,53115,MBG0095,BU15251207,2020JJ00,Teylingen                               ,Buurt     ,S,3.4,50.9,16.1,19.9,85.8,10.6,7.6,28.8,25.6,24.3,51.8,48.1,12.1,30.7,88.8,60.9,5.3,5.7,29.8,55.6,42.6,4.2,60.0,8.2,4.0
301874,53115,MBG0095,BU15251208,2020JJ00,Teylingen                               ,Buurt     ,S,4.5,58.4,23.0,28.8,72.8,11.5,8.6,39.5,38.3,36.8,63.0,60.5,21.8,42.8,80.2,51.4,10.3,14.4,41.6,51.9,57.2,9.9,58.4,16.0,9.5
301883,53115,MBG0095,BU15251302,2020JJ00,Teylingen                               ,Buurt     ,S,9.1,81.8,36.4,45.5,100.0,27.3,27.3,54.5,45.5,45.5,72.7,72.7,27.3,54.5,100.0,81.8,18.2,18.2,54.5,72.7,54.5,18.2,81.8,18.2,18.2
301886,53115,MBG0095,BU15251303,2020JJ00,Teylingen                               ,Buurt     ,S,7.1,54.8,16.7,21.4,95.2,19.0,16.7,33.3,28.6,28.6,57.1,47.6,14.3,31.0,97.6,81.0,7.1,7.1,31.0,71.4,42.9,7.1,71.4,11.9,4.8
301889,53115,MBG0095,BU15251304,2020JJ00,Teylingen                               ,Buurt     ,S,9.1,54.5,18.2,24.2,97.0,21.2,18.2,36.4,33.3,33.3,57.6,56.1,15.2,36.4,100.0,78.8,9.1,6.1,36.4,75.8,45.5,6.1,69.7,12.1,6.1
301895,53115,MBG0095,BU15251401,2020JJ00,Teylingen                               ,Buurt     ,S,4.3,45.7,11.9,14.3,94.3,12.9,10.5,28.6,22.9,21.4,45.2,41.4,8.8,23.8,94.3,76.7,4.3,3.3,25.2,64.8,35.7,3.8,67.1,5.7,2.9
301898,53115,MBG0095,BU15251402,2020JJ00,Teylingen                               ,Buurt     ,S,3.8,52.3,16.9,20.3,86.1,11.5,9.0,34.2,30.8,28.9,52.6,50.0,14.3,32.3,87.6,63.9,6.4,7.9,32.7,57.5,45.1,7.1,61.3,10.2,6.0
301901,53115,MBG0095,BU15251403,2020JJ00,Teylingen                               ,Buurt     ,S,3.9,52.3,16.7,21.8,90.2,12.3,9.5,30.5,27.0,25.4,53.0,50.2,13.0,32.3,89.8,62.8,5.3,5.3,30.2,57.2,40.4,4.9,60.7,8.8,4.7
301904,53115,MBG0095,BU15251404,2020JJ00,Teylingen                               ,Buurt     ,S,4.3,47.6,13.9,17.7,93.1,13.0,9.5,29.4,25.1,23.4,49.4,45.9,10.8,27.7,92.2,71.0,5.2,4.8,28.1,63.2,38.5,4.3,64.5,7.4,3.9
301907,53115,MBG0095,BU15251405,2020JJ00,Teylingen                               ,Buurt     ,S,2.9,53.1,17.7,19.8,84.4,10.2,7.9,31.1,27.7,25.9,50.2,48.6,12.0,29.6,86.7,58.3,5.6,6.4,30.6,52.4,43.3,4.9,58.4,7.8,4.2
301910,53115,MBG0095,BU15251406,2020JJ00,Teylingen                               ,Buurt     ,S,3.3,47.7,14.4,20.6,88.4,11.3,8.4,29.6,25.8,24.0,51.7,49.2,12.6,32.0,87.2,62.1,4.7,5.1,30.1,56.6,38.0,4.6,58.0,8.5,3.8
301913,53115,MBG0095,BU15251407,2020JJ00,Teylingen                               ,Buurt     ,S,4.6,48.0,13.1,16.6,94.3,13.7,11.4,29.4,24.6,23.4,47.2,43.4,10.3,25.7,94.3,72.6,5.1,4.6,28.0,64.6,36.6,4.0,64.0,6.9,3.4
301916,53115,MBG0095,BU15251408,2020JJ00,Teylingen                               ,Buurt     ,S,4.6,51.4,14.7,16.5,95.4,13.8,11.9,31.2,25.7,23.9,47.7,44.0,11.0,26.2,95.4,75.2,5.5,4.6,28.4,65.1,38.5,4.6,66.1,7.3,3.7
301925,53115,MBG0095,BU15251502,2020JJ00,Teylingen                               ,Buurt     ,S,6.7,63.3,26.7,26.7,96.7,20.0,16.7,43.3,40.0,36.7,60.0,60.0,20.0,40.0,96.7,73.3,10.0,10.0,43.3,70.0,53.3,10.0,70.0,13.3,10.0
301934,53115,MBG0095,BU15252101,2020JJ00,Teylingen                               ,Buurt     ,S,3.0,48.2,13.8,17.7,88.1,10.7,8.5,29.0,25.6,24.0,47.6,44.9,10.5,27.1,88.7,62.0,4.8,4.8,28.1,55.9,38.2,4.3,58.6,6.5,3.5
301937,53115,MBG0095,BU15252102,2020JJ00,Teylingen                               ,Buurt     ,S,2.9,50.9,16.3,20.2,85.1,10.6,7.8,31.5,27.9,26.3,51.8,49.4,12.7,31.4,85.9,58.3,4.9,6.2,31.1,53.4,41.5,5.3,56.7,8.5,4.7
301940,53115,MBG0095,BU15252103,2020JJ00,Teylingen                               ,Buurt     ,S,4.6,50.4,16.3,20.2,86.9,12.4,10.3,34.0,30.5,29.1,51.8,50.7,14.5,33.0,87.9,63.5,6.0,7.1,33.3,58.5,44.7,6.4,60.3,9.1,5.3
301943,53115,MBG0095,BU15252104,2020JJ00,Teylingen                               ,Buurt     ,S,6.0,56.0,19.1,26.0,96.0,20.0,16.0,34.0,32.0,30.0,58.0,56.0,16.0,36.0,96.0,70.0,10.0,8.0,40.0,68.0,44.0,8.0,72.0,10.0,8.0
301949,53115,MBG0095,BU15252201,2020JJ00,Teylingen                               ,Buurt     ,S,9.1,81.8,36.4,36.4,100.0,27.3,27.3,54.5,54.5,54.5,72.7,72.7,27.3,45.5,100.0,81.8,18.2,18.2,54.5,72.7,63.6,18.2,81.8,18.2,18.2
301952,53115,MBG0095,BU15252202,2020JJ00,Teylingen                               ,Buurt     ,S,3.6,52.3,15.3,19.2,90.6,13.6,12.3,31.5,27.6,26.3,46.1,46.8,10.4,26.0,90.3,59.1,4.9,4.9,31.5,57.1,39.0,4.5,60.4,6.2,4.1
201860,53115,MW00000,BU06220101,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.1,55.5,19.1,21.4,74.9,6.8,4.6,29.8,27.6,25.0,49.4,49.5,13.4,31.1,79.5,48.4,6.4,8.8,31.8,43.1,47.3,4.3,48.9,9.1,4.1
201863,53115,MW00000,BU06220102,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.3,56.7,19.8,27.4,69.3,6.7,4.4,30.2,29.1,26.4,55.4,58.5,18.5,39.6,76.1,44.7,7.6,10.8,38.5,42.2,52.6,5.3,47.4,11.8,5.4
201866,53115,MW00000,BU06220103,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.2,54.0,18.3,25.5,75.9,8.3,5.7,29.7,27.5,25.1,53.7,54.1,16.1,35.9,77.8,48.5,6.8,8.9,33.9,45.2,44.7,4.8,48.7,10.5,4.6
201875,53115,MW00000,BU06220201,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.2,57.1,20.6,25.2,68.3,6.5,4.4,30.9,29.2,27.2,53.8,57.1,18.4,38.9,76.9,44.8,7.2,9.5,38.6,40.0,53.7,5.5,45.8,11.7,5.8
201878,53115,MW00000,BU06220202,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.3,59.2,22.3,26.8,56.9,5.6,3.6,31.9,31.1,29.0,55.9,59.3,20.4,40.1,73.7,41.3,9.7,13.4,41.7,37.8,62.2,6.1,44.4,13.2,6.7
201881,53115,MW00000,BU06220203,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.2,55.9,19.5,22.7,70.9,6.8,4.5,29.9,27.3,25.3,51.1,54.0,16.0,35.1,78.4,47.2,6.8,9.1,35.7,42.0,50.1,4.5,46.4,10.0,4.7
201884,53115,MW00000,BU06220204,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.2,55.2,19.7,24.1,70.1,6.7,4.2,29.2,27.2,25.2,53.2,56.6,18.5,38.5,78.1,45.7,6.7,8.4,37.8,42.7,51.3,4.7,46.9,10.8,5.4
201887,53115,MW00000,BU06220205,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.3,44.0,11.6,14.0,86.8,9.4,7.5,24.8,20.5,19.0,39.4,38.6,7.7,22.0,87.2,57.6,3.0,2.9,24.7,53.7,35.8,2.1,50.7,4.2,2.0
201905,53115,MW00000,BU06220305,2020JJ00,Vlaardingen                             ,Buurt     ,S,11.0,38.7,10.2,13.0,88.5,10.4,5.5,18.8,15.4,14.1,45.4,35.0,6.4,21.9,90.4,67.9,2.7,2.5,17.9,50.9,33.7,1.4,54.2,5.5,1.3
201908,53115,MW00000,BU06220306,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.5,53.7,17.8,25.7,78.3,8.9,6.0,29.9,26.7,25.4,52.2,54.6,15.9,36.2,78.6,48.7,6.1,7.2,36.4,44.3,44.8,4.2,46.7,9.5,4.1
201911,53115,MW00000,BU06220307,2020JJ00,Vlaardingen                             ,Buurt     ,S,1.8,55.4,18.3,23.9,72.0,7.0,5.1,29.9,27.3,26.1,49.6,50.0,13.4,31.1,79.3,49.1,5.7,7.9,32.7,42.9,49.6,4.6,45.2,9.2,4.1
201917,53115,MW00000,BU06220401,2020JJ00,Vlaardingen                             ,Buurt     ,S,1.8,50.5,14.0,16.3,83.2,7.5,5.2,25.4,20.2,18.4,42.5,42.4,9.4,25.1,85.2,58.8,4.1,4.7,25.1,49.4,39.3,2.7,50.2,6.0,2.5
201920,53115,MW00000,BU06220402,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.2,53.4,17.6,22.7,76.7,7.6,5.2,29.5,26.3,24.4,49.2,51.0,14.3,32.8,79.2,50.9,5.9,8.0,32.6,45.8,45.4,4.6,48.9,9.2,4.1
201923,53115,MW00000,BU06220403,2020JJ00,Vlaardingen                             ,Buurt     ,S,1.5,56.4,17.4,23.8,80.8,8.5,5.9,31.9,27.2,25.8,46.5,49.9,14.6,32.0,79.5,47.4,7.0,7.3,33.1,42.5,45.5,6.3,45.6,8.6,4.5
201932,53115,MW00000,BU06220501,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.0,50.6,14.8,16.2,82.8,7.5,4.6,24.9,20.2,18.6,43.8,42.3,9.2,25.4,85.8,57.9,3.6,3.8,25.0,48.5,41.5,2.5,49.6,5.8,2.3
201935,53115,MW00000,BU06220502,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.0,48.4,13.2,13.9,87.0,7.8,5.1,25.1,19.6,18.3,40.9,38.2,7.3,21.8,86.7,61.1,3.2,3.5,22.0,50.9,38.3,2.1,51.5,4.9,1.9
201938,53115,MW00000,BU06220503,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.1,53.7,17.5,19.5,76.1,7.1,4.8,28.6,24.6,22.9,47.7,47.1,12.1,29.3,81.1,51.4,5.5,7.4,29.6,45.2,46.8,4.1,48.6,7.9,3.6
201941,53115,MW00000,BU06220504,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.1,56.0,20.6,24.3,61.6,5.6,3.3,30.1,28.6,26.3,54.0,56.0,18.0,37.6,75.6,46.0,8.3,11.5,37.9,42.5,58.3,6.1,45.5,12.1,5.9
201950,53115,MW00000,BU06220601,2020JJ00,Vlaardingen                             ,Buurt     ,S,1.9,47.0,12.5,13.6,85.3,7.9,5.3,25.1,19.6,18.3,39.2,38.7,7.9,22.0,86.7,63.7,3.6,4.0,22.9,52.3,38.5,2.5,50.1,4.7,2.0
201953,53115,MW00000,BU06220602,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.2,54.5,18.5,21.8,73.6,7.0,4.6,30.6,27.6,25.7,50.8,52.6,15.2,34.3,78.1,49.1,6.5,8.9,33.6,44.3,50.0,5.0,47.2,9.7,4.7
201956,53115,MW00000,BU06220603,2020JJ00,Vlaardingen                             ,Buurt     ,S,1.8,55.6,18.1,18.7,78.8,7.0,5.3,30.9,26.5,24.9,45.5,45.0,11.0,27.2,80.1,51.3,5.5,7.4,28.4,43.5,45.2,4.3,47.3,6.9,3.4
201959,53115,MW00000,BU06220604,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.4,56.1,20.4,25.1,61.6,6.2,3.8,32.1,30.5,27.9,56.9,59.1,18.5,39.3,73.5,43.4,9.9,13.4,39.1,42.3,58.9,6.8,47.6,12.9,6.3
201962,53115,MW00000,BU06220605,2020JJ00,Vlaardingen                             ,Buurt     ,S,0.9,61.2,21.0,11.6,81.2,7.6,7.8,32.8,27.0,25.2,33.2,39.8,7.6,20.0,82.8,49.6,3.9,4.9,26.6,38.3,40.5,2.9,45.0,3.5,2.7
201965,53115,MW00000,BU06220606,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.2,55.5,19.8,24.4,69.6,6.5,4.2,31.7,29.5,27.3,53.8,54.4,16.7,36.2,75.5,46.8,7.7,11.5,35.7,43.3,53.2,6.4,47.7,11.7,5.4
201971,53115,MW00000,BU06220701,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.0,48.7,13.6,13.4,86.2,7.7,5.0,24.7,19.3,17.2,40.6,38.8,7.2,22.0,87.3,62.0,2.9,2.9,22.2,49.8,38.9,2.2,52.6,4.7,1.9
201974,53115,MW00000,BU06220702,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.2,55.0,19.0,23.1,74.7,7.2,4.8,32.2,29.2,27.3,50.7,51.9,15.3,33.5,77.2,49.1,7.0,9.2,33.3,43.2,48.6,5.3,47.0,9.8,4.6
201977,53115,MW00000,BU06220703,2020JJ00,Vlaardingen                             ,Buurt     ,S,1.9,51.1,15.8,18.7,82.4,8.0,5.7,28.1,23.5,21.6,46.0,45.3,11.1,28.4,82.4,55.3,4.3,5.2,28.1,47.8,42.3,3.4,48.2,7.0,2.8
201980,53115,MW00000,BU06220704,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.2,59.4,22.8,28.0,60.4,6.1,4.3,37.2,36.7,34.4,59.1,62.8,21.8,42.9,68.3,39.1,11.1,16.0,42.1,39.6,60.8,8.6,47.0,14.7,7.4
201983,53115,MW00000,BU06220705,2020JJ00,Vlaardingen                             ,Buurt     ,S,1.7,48.9,12.7,13.3,84.6,7.8,6.3,29.9,23.8,20.1,40.0,41.8,8.0,22.7,83.8,61.1,3.8,4.8,26.3,50.1,39.6,4.0,51.4,5.0,2.6
201986,53115,MW00000,BU06220706,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.0,57.1,20.2,22.1,71.5,6.7,4.4,31.1,28.2,26.4,50.1,50.6,13.9,31.3,77.5,46.3,6.7,9.3,32.2,41.3,52.2,5.0,47.7,9.3,4.2
201989,53115,MW00000,BU06220707,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.4,42.2,9.9,11.4,89.7,11.7,7.4,21.9,16.1,14.8,37.4,33.3,5.6,18.4,90.0,69.9,2.3,1.9,18.2,55.5,33.7,1.7,54.8,3.3,1.2
201992,53115,MW00000,BU06220708,2020JJ00,Vlaardingen                             ,Buurt     ,S,2.0,47.9,13.1,13.0,85.9,7.8,5.9,26.9,21.2,19.6,39.2,39.4,7.7,22.5,86.3,61.7,3.2,3.6,23.1,50.5,38.2,2.4,51.6,4.4,2.0
202241,53115,MW00000,BU06260001,2020JJ00,Voorschoten                             ,Buurt     ,S,2.1,44.9,12.9,16.5,82.4,7.7,5.5,27.4,23.1,21.2,49.3,46.7,10.5,28.4,84.7,56.5,4.1,4.6,27.8,52.8,42.2,3.3,56.0,6.5,2.8
202244,53115,MW00000,BU06260002,2020JJ00,Voorschoten                             ,Buurt     ,S,1.9,42.6,11.0,13.0,87.7,7.6,6.0,25.9,20.2,18.6,43.3,41.7,8.3,24.2,87.7,63.1,2.9,2.9,24.3,55.5,36.7,2.6,56.2,4.6,1.8
202247,53115,MW00000,BU06260004,2020JJ00,Voorschoten                             ,Buurt     ,S,2.0,43.6,11.4,13.5,83.9,6.9,5.0,26.1,20.3,18.1,43.0,45.2,9.2,26.7,87.2,61.0,3.4,3.2,26.8,54.7,42.8,2.6,56.2,5.2,2.1
202250,53115,MW00000,BU06260006,2020JJ00,Voorschoten                             ,Buurt     ,S,2.0,46.7,13.5,14.8,84.1,7.4,5.7,28.5,23.5,21.9,44.7,44.5,9.5,26.3,84.7,58.3,3.8,4.6,27.0,51.7,40.8,3.5,56.1,5.6,2.5
202253,53115,MW00000,BU06260007,2020JJ00,Voorschoten                             ,Buurt     ,S,2.2,50.8,16.8,21.4,76.6,7.9,5.5,30.2,26.8,25.1,52.0,51.7,13.9,33.1,80.6,50.8,5.9,7.0,32.1,47.0,45.2,5.0,53.0,8.9,4.4
202256,53115,MW00000,BU06260008,2020JJ00,Voorschoten                             ,Buurt     ,S,2.1,45.4,12.2,13.3,84.5,7.4,5.5,26.5,20.9,19.3,41.4,42.6,8.6,24.4,86.6,62.0,3.6,3.6,25.7,52.9,37.4,2.7,56.8,4.9,2.2
202259,53115,MW00000,BU06260009,2020JJ00,Voorschoten                             ,Buurt     ,S,2.4,43.3,10.1,16.3,89.6,6.1,6.1,25.8,19.7,18.5,45.3,39.8,9.0,24.6,87.4,55.4,2.2,3.0,25.0,54.0,35.7,2.0,56.1,5.5,1.7
202262,53115,MW00000,BU06260010,2020JJ00,Voorschoten                             ,Buurt     ,S,2.1,42.0,10.6,12.6,85.9,7.8,5.5,25.2,19.8,18.2,41.4,41.4,7.9,23.1,88.1,64.4,3.3,3.1,24.3,56.0,38.0,2.5,57.4,4.7,2.0
