id,age,margins,districts_and_neighborhoods,periods,municipality,region_type,big_or_small,underweight,overweight,severe_overweight,smoker,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,weekly_athletes,visual_restriction,motor_restriction,socially_lonely,normal_weight,complies_with_alcohol_directive,severely_restricted-due_to_health,comply_with_exercise_guideline,high-risk_anxiety_depression,hearing_restriction
161915,53115,MW00000,BU04890715,2020JJ00,Barendrecht                             ,Buurt     ,S,2.2,52.6,16.9,17.5,76.9,6.2,4.1,27.2,24.0,22.4,46.2,44.8,10.3,26.3,82.6,50.1,4.8,6.3,27.8,45.5,49.7,3.6,46.5,6.8,3.1
161921,53115,MW00000,BU04890816,2020JJ00,Barendrecht                             ,Buurt     ,S,2.0,52.5,16.2,16.3,79.8,6.4,5.0,28.1,24.7,23.0,45.5,44.9,10.2,26.2,83.0,52.2,4.3,5.2,28.3,45.6,47.3,3.6,46.5,6.8,3.0
161924,53115,MW00000,BU04890817,2020JJ00,Barendrecht                             ,Buurt     ,S,1.9,52.8,16.2,14.8,82.6,6.7,5.4,27.3,23.4,22.0,42.4,41.4,8.4,23.0,84.9,53.8,3.6,4.1,25.5,45.5,44.7,2.9,47.2,5.4,2.2
161930,53115,MW00000,BU04890918,2020JJ00,Barendrecht                             ,Buurt     ,S,2.0,51.5,15.5,14.4,81.5,6.6,4.8,27.8,24.0,22.6,43.0,42.7,9.1,24.2,83.9,54.5,4.0,4.7,26.7,46.7,45.8,3.1,46.9,5.5,2.5
161933,53115,MW00000,BU04890919,2020JJ00,Barendrecht                             ,Buurt     ,S,2.1,51.9,15.5,13.9,80.9,6.9,4.5,26.1,22.6,21.1,43.2,42.6,8.6,23.7,84.9,55.3,3.7,4.2,26.0,46.2,46.0,2.9,46.6,5.5,2.5
161936,53115,MW00000,BU04890920,2020JJ00,Barendrecht                             ,Buurt     ,S,2.0,51.7,15.1,15.3,81.4,6.7,4.3,24.9,21.6,20.2,43.0,42.9,8.7,24.2,85.3,55.4,3.8,3.7,26.6,46.6,45.6,2.6,45.8,5.7,2.5
161939,53115,MW00000,BU04890921,2020JJ00,Barendrecht                             ,Buurt     ,S,1.9,49.1,13.4,12.7,83.5,6.3,4.7,26.5,22.4,21.0,41.6,42.1,8.7,23.4,85.6,57.0,3.6,4.0,26.1,49.5,44.4,3.0,48.5,4.6,2.4
161942,53115,MW00000,BU04890922,2020JJ00,Barendrecht                             ,Buurt     ,S,2.0,50.7,14.9,14.5,82.4,6.8,4.3,25.8,22.0,20.6,43.2,42.1,8.5,23.9,85.5,55.3,3.7,4.0,26.1,47.4,44.3,2.7,46.9,5.6,2.4
161948,53115,MW00000,BU04891023,2020JJ00,Barendrecht                             ,Buurt     ,S,2.0,49.7,14.1,12.1,82.1,6.0,4.3,25.2,20.9,19.5,41.5,40.9,7.3,22.9,86.7,56.6,2.8,2.9,24.8,48.6,47.5,2.4,47.9,4.5,1.9
161954,53115,MW00000,BU04891124,2020JJ00,Barendrecht                             ,Buurt     ,S,2.0,48.7,13.6,13.3,84.5,6.8,4.2,24.5,20.5,19.2,42.1,41.2,8.3,23.0,86.5,58.7,3.1,3.0,25.1,49.7,43.2,2.3,47.8,5.0,2.0
161960,53115,MW00000,BU04891225,2020JJ00,Barendrecht                             ,Buurt     ,S,2.6,55.7,18.2,17.9,72.9,5.8,3.7,29.4,25.9,24.1,46.7,48.8,12.0,29.5,81.1,49.2,5.5,7.3,32.8,41.8,53.9,4.0,45.3,7.9,3.8
161963,53115,MW00000,BU04891226,2020JJ00,Barendrecht                             ,Buurt     ,S,2.2,52.4,15.8,15.7,80.2,7.4,5.0,26.5,22.9,21.3,44.2,43.4,9.4,25.8,83.8,55.1,4.1,4.7,27.8,45.0,46.4,2.5,47.4,5.9,2.4
161966,53115,MW00000,BU04891227,2020JJ00,Barendrecht                             ,Buurt     ,S,1.8,54.5,17.5,17.3,77.7,6.4,3.9,25.7,21.8,20.1,43.4,43.4,9.5,25.6,84.6,53.4,4.3,5.1,27.7,43.6,48.8,2.9,46.7,5.8,2.6
161972,53115,MW00000,BU04891328,2020JJ00,Barendrecht                             ,Buurt     ,S,2.1,46.9,11.9,11.7,84.4,7.2,4.5,22.8,18.4,17.0,40.0,39.0,7.3,21.5,88.8,62.2,2.9,2.4,23.7,50.9,42.8,1.9,48.7,4.2,1.7
161978,53115,MW00000,BU04891429,2020JJ00,Barendrecht                             ,Buurt     ,S,2.0,53.7,17.5,18.6,71.9,6.0,3.5,27.0,23.7,22.2,47.8,49.9,13.1,31.3,82.0,50.7,5.5,5.8,31.8,44.0,52.8,3.8,44.6,7.9,3.5
161981,53115,MW00000,BU04891430,2020JJ00,Barendrecht                             ,Buurt     ,S,1.9,53.6,16.6,15.5,76.4,6.0,3.7,27.0,23.6,21.8,44.3,46.3,10.7,27.8,83.3,53.0,4.8,5.7,29.7,44.2,51.0,3.4,44.4,6.5,2.9
161984,53115,MW00000,BU04891431,2020JJ00,Barendrecht                             ,Buurt     ,S,2.0,54.7,18.5,17.6,71.6,6.0,3.8,28.0,24.9,23.1,47.0,48.5,12.5,29.9,81.4,49.7,5.7,6.8,31.0,42.8,53.7,3.7,44.3,7.7,3.4
161987,53115,MW00000,BU04891432,2020JJ00,Barendrecht                             ,Buurt     ,S,2.2,53.3,17.1,17.2,75.2,6.4,4.0,26.4,23.0,21.1,45.4,46.6,10.8,28.0,83.5,51.9,4.6,5.1,29.4,44.2,51.1,3.1,45.3,6.4,2.8
161993,53115,MW00000,BU04891533,2020JJ00,Barendrecht                             ,Buurt     ,S,2.0,53.3,17.0,16.5,76.7,6.3,3.9,26.7,23.2,21.6,45.0,46.5,10.7,27.5,83.2,52.7,4.2,5.2,29.3,44.3,50.1,3.1,44.7,6.4,2.9
161999,53115,MW00000,BU04891634,2020JJ00,Barendrecht                             ,Buurt     ,S,2.0,51.3,15.3,14.3,78.8,6.5,4.0,25.0,21.4,19.7,43.3,43.8,9.5,25.9,85.4,56.5,3.7,4.3,27.4,46.3,48.8,2.6,45.8,5.8,2.3
162005,53115,MW00000,BU04891735,2020JJ00,Barendrecht                             ,Buurt     ,S,1.7,52.1,14.7,14.4,80.8,7.0,4.5,24.6,20.4,18.7,41.9,43.4,9.3,25.1,86.3,56.1,3.5,3.7,27.2,46.1,46.6,2.3,46.5,5.1,2.2
162011,53115,MW00000,BU04891836,2020JJ00,Barendrecht                             ,Buurt     ,S,2.0,53.9,16.8,15.4,76.5,6.0,3.7,26.1,22.8,21.0,45.4,45.4,10.7,27.2,83.4,54.0,4.9,5.5,29.1,44.2,50.7,3.2,46.3,6.6,3.1
162017,53115,MW00000,BU04891937,2020JJ00,Barendrecht                             ,Buurt     ,S,1.9,51.1,14.5,14.3,78.8,6.1,3.4,23.4,20.1,18.4,42.4,42.5,8.9,25.2,86.8,56.6,3.3,3.6,26.5,46.8,49.6,2.4,47.0,5.6,2.3
162023,53115,MW00000,BU04892039,2020JJ00,Barendrecht                             ,Buurt     ,S,1.9,53.9,17.0,16.4,70.3,5.3,2.9,24.8,21.6,19.9,46.0,47.5,11.6,29.5,83.8,52.5,4.6,5.4,30.2,44.3,55.0,3.0,45.0,7.1,3.1
162029,53115,MW00000,BU04893050,2020JJ00,Barendrecht                             ,Buurt     ,S,1.8,52.4,13.5,16.3,81.0,6.8,4.6,21.1,18.8,17.0,43.5,39.0,7.1,21.2,89.1,59.9,2.7,2.2,23.0,44.9,42.2,1.7,46.8,5.3,1.7
162041,53115,MW00000,BU04893054,2020JJ00,Barendrecht                             ,Buurt     ,S,1.5,54.8,17.6,19.5,84.5,8.3,5.5,27.1,23.9,22.2,41.3,43.0,8.7,24.9,84.2,48.5,3.5,4.2,28.1,44.1,43.2,3.1,45.8,5.0,2.6
162047,53115,MW00000,BU04893160,2020JJ00,Barendrecht                             ,Buurt     ,S,1.9,48.8,12.4,13.8,85.1,7.9,5.1,23.7,20.3,18.6,39.8,39.7,7.6,20.3,87.4,53.8,3.0,3.1,25.6,50.1,41.2,2.0,47.1,4.0,2.0
162050,53115,MW00000,BU04893161,2020JJ00,Barendrecht                             ,Buurt     ,S,2.8,48.6,13.5,13.1,80.6,7.6,6.2,26.6,24.9,23.6,43.9,38.3,7.1,20.3,83.4,49.3,3.9,5.2,24.0,48.9,46.3,3.4,44.6,5.2,3.0
162053,53115,MW00000,BU04893162,2020JJ00,Barendrecht                             ,Buurt     ,S,2.1,51.4,15.9,16.5,82.9,8.3,7.0,29.6,26.9,25.4,43.3,42.2,9.2,23.3,82.0,48.3,4.8,5.7,27.2,46.9,42.2,4.3,46.5,5.4,3.0
162056,53115,MW00000,BU04893163,2020JJ00,Barendrecht                             ,Buurt     ,S,2.1,48.7,13.4,14.0,84.1,8.1,6.1,24.2,20.3,18.9,39.9,37.5,7.2,20.0,87.2,53.8,3.3,2.8,23.9,49.8,41.8,2.2,46.7,4.2,2.0
162059,53115,MW00000,BU04893164,2020JJ00,Barendrecht                             ,Buurt     ,S,1.9,51.0,15.1,14.9,79.6,5.8,3.9,23.3,20.2,18.8,44.4,41.6,9.2,24.3,86.1,55.8,3.3,4.2,25.2,47.3,47.9,2.6,46.8,6.2,2.4
162071,53115,MW00000,BU04895072,2020JJ00,Barendrecht                             ,Buurt     ,S,2.6,47.5,15.4,30.1,80.2,8.5,5.2,23.7,20.8,18.3,57.6,65.5,21.0,48.2,81.5,53.0,4.5,4.1,39.7,49.5,43.5,3.2,44.8,12.4,4.7
162104,53115,MW00000,BU04895084,2020JJ00,Barendrecht                             ,Buurt     ,S,2.6,46.8,13.3,13.9,87.1,9.2,5.0,23.7,19.7,19.0,40.1,37.3,6.9,21.6,87.6,61.3,3.3,2.7,22.7,49.8,36.2,1.9,46.7,5.3,1.7
213878,53115,MOG0095,BU04890101,2020JJ00,Barendrecht                             ,Buurt     ,S,0.4,46.1,11.8,12.7,74.1,3.3,2.2,19.7,16.7,14.9,39.7,39.5,6.1,21.5,80.3,44.3,1.8,2.2,22.4,39.7,42.1,0.9,40.4,3.5,0.9
213881,53115,MOG0095,BU04890102,2020JJ00,Barendrecht                             ,Buurt     ,S,0.8,48.4,13.6,14.8,65.2,4.0,2.2,24.4,22.8,20.8,43.2,44.8,9.2,26.0,73.6,40.8,4.0,6.0,27.6,38.0,48.0,2.8,39.0,5.6,2.4
213884,53115,MOG0095,BU04890103,2020JJ00,Barendrecht                             ,Buurt     ,S,1.0,46.2,13.2,16.2,71.8,4.2,2.8,25.0,22.5,20.8,45.8,44.8,10.0,27.3,76.0,45.2,3.2,5.0,26.8,42.0,44.0,2.8,40.8,6.2,2.2
213890,53115,MOG0095,BU04890204,2020JJ00,Barendrecht                             ,Buurt     ,S,0.9,49.1,15.4,16.3,60.5,3.8,1.7,25.0,23.7,21.5,47.7,50.0,11.0,31.1,72.5,39.0,4.9,7.0,30.5,38.7,52.3,3.2,39.2,7.3,3.2
213893,53115,MOG0095,BU04890205,2020JJ00,Barendrecht                             ,Buurt     ,S,0.8,51.4,15.9,16.5,61.7,3.6,2.0,24.9,23.2,20.9,46.8,48.3,10.9,28.8,74.3,38.5,4.5,6.4,29.6,36.9,52.5,2.8,39.8,6.1,2.8
213896,53115,MOG0095,BU04890206,2020JJ00,Barendrecht                             ,Buurt     ,S,1.1,45.7,12.4,13.5,68.1,3.5,2.1,24.1,22.3,20.6,43.3,41.8,8.2,24.1,76.2,43.6,2.8,4.3,24.8,41.1,46.8,2.1,39.4,5.0,1.8
213899,53115,MOG0095,BU04890207,2020JJ00,Barendrecht                             ,Buurt     ,S,0.9,47.6,14.3,13.3,68.8,3.4,2.6,24.8,22.3,20.3,42.7,43.6,9.2,25.5,76.2,44.4,3.2,4.3,27.2,40.4,47.7,2.3,41.0,4.9,1.7
213905,53115,MOG0095,BU04890308,2020JJ00,Barendrecht                             ,Buurt     ,S,0.9,48.9,14.3,16.0,75.4,4.5,2.8,25.2,22.7,21.2,44.0,43.7,9.2,26.2,78.7,46.7,2.8,4.5,26.5,41.8,45.0,3.0,41.2,5.5,2.0
213911,53115,MOG0095,BU04890409,2020JJ00,Barendrecht                             ,Buurt     ,S,1.3,44.1,10.7,11.0,83.1,5.2,3.8,21.5,17.6,16.2,38.1,35.5,5.6,19.0,84.9,56.5,1.8,1.8,20.8,47.3,38.8,1.2,45.2,3.5,1.1
213914,53115,MOG0095,BU04890410,2020JJ00,Barendrecht                             ,Buurt     ,S,1.0,42.9,10.3,10.3,81.6,4.0,2.5,19.8,16.2,14.8,36.5,34.3,4.7,17.8,83.6,53.2,1.4,1.1,19.8,44.8,38.2,0.8,43.5,2.8,0.6
213920,53115,MOG0095,BU04890511,2020JJ00,Barendrecht                             ,Buurt     ,S,0.9,46.0,11.9,13.0,79.2,4.6,2.9,22.6,19.3,17.9,41.1,40.0,7.5,22.6,81.8,50.9,2.2,2.6,23.5,44.2,42.0,1.6,42.5,4.7,1.3
213923,53115,MOG0095,BU04890512,2020JJ00,Barendrecht                             ,Buurt     ,S,1.3,47.2,13.2,13.5,76.0,4.7,3.1,25.8,22.4,20.7,43.3,42.1,8.8,24.5,79.6,49.6,3.2,4.8,25.9,43.9,45.3,2.7,44.2,5.6,2.2
213926,53115,MOG0095,BU04890513,2020JJ00,Barendrecht                             ,Buurt     ,S,0.8,47.4,12.8,11.8,78.4,4.3,2.8,23.7,20.3,19.0,39.7,38.0,6.8,21.1,81.0,50.2,2.1,2.8,22.4,42.1,42.0,1.7,43.2,3.8,1.3
213932,53115,MOG0095,BU04890614,2020JJ00,Barendrecht                             ,Buurt     ,S,1.4,45.6,11.2,10.7,82.9,4.9,3.1,20.7,16.9,15.6,38.2,35.9,5.7,19.1,85.6,56.0,1.9,1.9,21.1,46.7,39.5,1.2,45.1,3.6,1.0
213938,53115,MOG0095,BU04890715,2020JJ00,Barendrecht                             ,Buurt     ,S,1.4,49.4,14.8,15.4,74.8,5.0,3.1,24.9,21.7,20.0,43.4,41.9,8.4,24.1,80.4,47.4,3.6,4.8,25.6,42.8,46.5,2.6,42.9,5.4,2.2
213944,53115,MOG0095,BU04890816,2020JJ00,Barendrecht                             ,Buurt     ,S,1.2,49.4,13.8,14.4,77.2,5.1,3.5,25.4,22.2,20.5,42.4,42.1,8.3,23.7,80.7,48.9,3.0,3.9,25.8,42.8,44.0,2.4,43.1,5.3,2.1
213947,53115,MOG0095,BU04890817,2020JJ00,Barendrecht                             ,Buurt     ,S,1.0,49.1,13.4,12.6,79.8,4.9,3.5,24.1,20.2,18.9,38.8,37.9,6.4,20.2,82.1,49.7,2.3,2.8,22.5,42.2,40.7,1.7,43.5,3.9,1.3
213953,53115,MOG0095,BU04890918,2020JJ00,Barendrecht                             ,Buurt     ,S,1.0,47.6,13.1,12.3,79.0,4.8,3.3,24.9,21.2,19.5,39.4,39.3,6.9,21.3,81.2,50.6,2.6,3.2,23.8,43.4,41.8,1.9,43.2,4.0,1.5
213956,53115,MOG0095,BU04890919,2020JJ00,Barendrecht                             ,Buurt     ,S,1.2,48.2,13.1,12.0,78.2,5.0,2.9,23.3,19.8,18.4,40.0,39.5,6.5,21.0,82.5,51.1,2.5,2.8,22.9,43.2,42.1,1.7,42.7,4.0,1.6
213959,53115,MOG0095,BU04890920,2020JJ00,Barendrecht                             ,Buurt     ,S,0.8,47.3,12.0,12.2,78.1,4.5,2.7,21.3,18.4,16.7,38.8,38.7,6.2,20.5,82.0,50.6,2.3,2.1,22.9,42.4,40.5,1.2,41.3,3.7,1.2
213962,53115,MOG0095,BU04890921,2020JJ00,Barendrecht                             ,Buurt     ,S,0.4,43.0,9.4,8.7,79.2,3.4,2.6,21.5,17.7,16.4,35.8,36.2,5.7,18.9,81.1,50.9,1.5,1.9,21.1,43.8,38.9,1.1,43.0,2.3,0.8
213965,53115,MOG0095,BU04890922,2020JJ00,Barendrecht                             ,Buurt     ,S,1.1,47.4,12.7,12.4,80.2,5.2,3.1,23.0,19.4,17.9,40.1,39.0,6.7,21.0,83.3,51.7,2.5,2.7,23.5,44.3,41.0,1.7,43.6,4.2,1.5
213971,53115,MOG0095,BU04891023,2020JJ00,Barendrecht                             ,Buurt     ,S,0.6,44.5,10.4,8.9,78.5,3.6,2.4,20.8,16.9,15.4,36.5,35.6,5.0,18.7,83.1,51.0,1.2,1.5,20.5,43.6,41.8,0.9,42.6,2.4,0.6
213977,53115,MOG0095,BU04891124,2020JJ00,Barendrecht                             ,Buurt     ,S,1.1,45.1,11.4,11.2,82.2,5.2,3.1,21.9,17.9,16.4,38.8,38.1,6.6,20.4,84.1,55.1,2.0,2.0,22.5,46.6,39.5,1.4,44.2,3.6,1.2
213983,53115,MOG0095,BU04891225,2020JJ00,Barendrecht                             ,Buurt     ,S,1.3,50.7,14.2,14.4,69.0,3.7,2.1,25.2,21.8,19.7,41.7,44.4,9.2,24.7,77.2,43.8,3.4,5.0,27.8,37.3,48.0,2.1,39.6,5.2,2.1
213986,53115,MOG0095,BU04891226,2020JJ00,Barendrecht                             ,Buurt     ,S,0.4,46.4,11.6,11.6,75.6,4.4,2.8,21.2,17.6,16.4,38.0,38.0,6.4,19.6,79.2,48.4,2.0,2.4,22.6,39.6,39.6,0.8,40.8,3.6,0.8
213989,53115,MOG0095,BU04891227,2020JJ00,Barendrecht                             ,Buurt     ,S,0.6,49.0,13.8,13.5,73.6,4.0,2.0,21.5,17.5,16.0,38.4,38.4,6.6,20.3,80.8,48.1,2.3,2.9,23.1,39.0,42.7,1.4,41.0,3.4,1.1
213995,53115,MOG0095,BU04891328,2020JJ00,Barendrecht                             ,Buurt     ,S,1.0,42.5,9.4,9.2,81.6,5.0,2.9,19.4,15.1,14.0,36.0,34.8,5.2,18.0,85.6,57.0,1.7,1.4,20.5,47.5,37.8,0.9,44.4,2.6,0.7
214001,53115,MOG0095,BU04891429,2020JJ00,Barendrecht                             ,Buurt     ,S,1.0,50.0,14.8,16.0,69.2,4.3,2.4,23.9,20.7,19.2,43.7,46.5,10.1,27.2,79.0,46.0,3.9,4.3,28.5,40.8,49.0,2.4,40.2,5.9,2.2
214004,53115,MOG0095,BU04891430,2020JJ00,Barendrecht                             ,Buurt     ,S,1.1,50.2,14.2,13.4,73.6,4.4,2.6,24.0,20.5,19.1,40.7,43.1,8.3,24.2,80.5,49.0,3.3,4.2,26.6,41.5,47.1,2.2,40.5,4.8,1.8
214007,53115,MOG0095,BU04891431,2020JJ00,Barendrecht                             ,Buurt     ,S,1.3,52.4,16.4,15.9,69.3,4.7,2.8,25.7,22.5,20.8,43.8,45.8,10.2,26.7,79.3,46.1,4.4,5.4,28.6,40.9,50.5,2.8,41.0,6.1,2.5
214010,53115,MOG0095,BU04891432,2020JJ00,Barendrecht                             ,Buurt     ,S,1.2,49.8,14.6,15.0,72.0,4.6,2.7,23.3,20.0,18.1,41.9,43.0,8.4,24.4,80.8,47.8,3.1,3.7,26.5,41.4,46.9,1.9,41.3,4.8,1.6
214016,53115,MOG0095,BU04891533,2020JJ00,Barendrecht                             ,Buurt     ,S,1.1,50.4,14.6,14.7,73.8,4.8,2.9,24.2,20.5,18.9,41.3,43.4,8.6,24.5,80.9,48.9,3.0,3.8,26.7,41.8,46.8,2.1,40.4,4.8,1.9
214022,53115,MOG0095,BU04891634,2020JJ00,Barendrecht                             ,Buurt     ,S,1.2,48.0,13.1,12.4,76.1,4.8,2.9,22.5,18.7,17.1,40.2,40.9,7.6,22.7,83.0,52.5,2.5,3.1,24.8,43.8,44.9,1.7,42.1,4.4,1.5
214028,53115,MOG0095,BU04891735,2020JJ00,Barendrecht                             ,Buurt     ,S,0.6,47.3,11.8,11.8,77.3,4.8,2.7,21.1,16.9,15.5,37.6,39.0,6.6,20.7,82.9,51.2,2.1,2.3,23.1,42.4,41.7,1.0,41.3,3.1,1.0
214034,53115,MOG0095,BU04891836,2020JJ00,Barendrecht                             ,Buurt     ,S,1.1,50.4,14.3,13.4,73.9,4.4,2.7,23.4,20.0,18.2,42.0,42.5,8.5,23.7,80.9,50.0,3.7,4.1,26.3,41.4,46.8,2.2,42.2,5.1,2.0
214040,53115,MOG0095,BU04891937,2020JJ00,Barendrecht                             ,Buurt     ,S,1.1,47.3,12.1,11.8,75.9,4.4,2.3,20.6,17.1,15.4,38.4,39.2,6.9,21.5,84.2,52.3,2.2,2.3,23.4,43.7,44.6,1.4,42.6,4.0,1.2
214046,53115,MOG0095,BU04892039,2020JJ00,Barendrecht                             ,Buurt     ,S,1.4,51.7,15.6,15.0,68.5,4.5,2.5,23.4,20.1,18.4,43.6,45.4,10.2,26.7,82.3,49.4,3.9,4.6,28.4,43.0,52.6,2.3,42.4,6.1,2.5
214052,53115,MOG0095,BU04893050,2020JJ00,Barendrecht                             ,Buurt     ,S,0.0,31.2,0.0,0.0,62.5,0.0,0.0,6.2,0.0,0.0,18.8,18.8,0.0,0.0,75.0,37.5,0.0,0.0,6.2,25.0,18.8,0.0,25.0,0.0,0.0
214064,53115,MOG0095,BU04893054,2020JJ00,Barendrecht                             ,Buurt     ,S,0.0,45.0,11.0,13.0,77.0,4.0,2.0,20.0,16.0,15.0,32.0,34.0,4.0,17.0,77.0,39.0,0.0,1.0,20.0,35.0,34.0,0.0,36.0,1.0,0.0
214070,53115,MOG0095,BU04893160,2020JJ00,Barendrecht                             ,Buurt     ,S,0.0,30.8,3.8,3.8,69.2,0.0,0.0,7.7,7.7,7.7,23.1,23.1,0.0,7.7,73.1,34.6,0.0,0.0,11.5,30.8,23.1,0.0,26.9,0.0,0.0
214073,53115,MOG0095,BU04893161,2020JJ00,Barendrecht                             ,Buurt     ,S,0.0,34.2,5.3,2.6,68.4,0.0,0.0,13.2,13.2,10.5,28.9,23.7,0.0,9.1,73.7,34.2,0.0,0.0,13.2,34.2,31.6,0.0,28.9,0.0,0.0
214076,53115,MOG0095,BU04893162,2020JJ00,Barendrecht                             ,Buurt     ,S,0.0,42.1,9.6,10.5,76.3,3.5,2.6,21.9,19.3,18.4,34.2,33.3,4.4,16.7,75.4,39.5,1.8,1.8,19.3,37.7,33.3,0.9,37.7,1.8,0.9
214079,53115,MOG0095,BU04893163,2020JJ00,Barendrecht                             ,Buurt     ,S,0.8,43.0,9.5,10.6,79.8,4.6,3.0,19.0,15.6,14.4,33.8,31.9,4.2,15.2,82.9,48.7,1.5,1.1,19.0,43.3,35.7,0.8,41.4,1.9,0.4
214082,53115,MOG0095,BU04893164,2020JJ00,Barendrecht                             ,Buurt     ,S,1.2,47.8,13.2,13.1,77.2,4.5,2.8,21.1,17.9,16.4,41.3,38.6,7.4,21.8,83.9,52.5,2.4,3.1,22.6,44.8,44.6,1.7,43.1,4.7,1.6
214094,53115,MOG0095,BU04895072,2020JJ00,Barendrecht                             ,Buurt     ,S,0.0,34.0,6.4,17.0,68.1,2.1,0.0,12.8,10.6,8.5,44.7,51.1,10.6,34.0,70.2,38.3,0.0,0.0,25.5,36.2,29.8,0.0,31.9,4.3,0.0
214127,53115,MOG0095,BU04895084,2020JJ00,Barendrecht                             ,Buurt     ,S,0.0,23.5,0.0,0.0,70.6,0.0,0.0,5.9,5.9,5.9,17.6,17.6,0.0,5.9,70.6,35.3,0.0,0.0,5.9,29.4,17.6,0.0,23.5,0.0,0.0
265901,53115,MBG0095,BU04890101,2020JJ00,Barendrecht                             ,Buurt     ,S,3.9,58.8,21.5,22.4,83.8,9.6,7.5,30.7,27.2,25.4,52.2,52.2,14.0,32.9,89.0,56.6,6.6,7.5,34.2,52.2,54.4,4.8,53.9,10.1,5.3
265904,53115,MBG0095,BU04890102,2020JJ00,Barendrecht                             ,Buurt     ,S,4.4,60.0,23.6,24.4,74.4,10.0,7.2,35.2,32.8,30.8,54.8,56.4,17.6,36.8,83.2,52.4,10.4,12.8,38.8,49.6,59.6,7.6,51.6,12.4,8.0
265907,53115,MBG0095,BU04890103,2020JJ00,Barendrecht                             ,Buurt     ,S,4.0,55.8,20.4,23.8,79.2,9.5,6.8,33.2,30.5,28.5,55.2,54.5,16.5,36.1,83.2,54.9,7.8,9.8,35.8,51.7,53.2,6.8,51.2,11.8,6.0
265913,53115,MBG0095,BU04890204,2020JJ00,Barendrecht                             ,Buurt     ,S,4.1,59.3,23.8,24.7,68.6,8.7,5.8,34.0,32.6,30.2,58.1,59.9,18.9,40.7,80.8,49.1,10.5,13.1,40.4,48.8,61.9,7.8,50.4,13.7,8.1
265916,53115,MBG0095,BU04890205,2020JJ00,Barendrecht                             ,Buurt     ,S,3.6,61.5,24.0,24.6,70.4,8.4,5.6,33.5,31.6,29.3,57.0,58.4,17.9,38.3,82.5,48.5,9.8,12.0,39.7,46.9,62.0,7.0,50.6,12.3,7.3
265919,53115,MBG0095,BU04890206,2020JJ00,Barendrecht                             ,Buurt     ,S,4.3,56.9,20.6,21.6,77.0,8.9,6.7,34.0,31.6,29.8,54.3,53.0,15.2,34.4,84.8,55.0,8.2,9.6,35.5,52.3,57.8,6.7,51.4,11.0,6.0
265922,53115,MBG0095,BU04890207,2020JJ00,Barendrecht                             ,Buurt     ,S,3.7,57.7,21.9,21.2,76.8,8.6,6.6,34.1,30.7,28.7,53.0,53.6,15.8,34.7,84.5,54.2,7.7,9.2,36.4,50.3,57.3,6.2,51.3,10.3,5.7
265928,53115,MBG0095,BU04890308,2020JJ00,Barendrecht                             ,Buurt     ,S,3.0,56.4,20.1,21.9,81.1,8.6,6.3,32.1,28.8,27.1,51.9,51.4,14.4,33.1,84.2,54.2,5.9,8.2,33.3,49.5,53.4,6.0,49.4,9.6,4.9
265934,53115,MBG0095,BU04890409,2020JJ00,Barendrecht                             ,Buurt     ,S,3.2,50.8,15.3,15.3,87.7,8.6,6.6,27.0,22.6,21.2,44.6,41.9,9.1,24.2,89.1,63.2,4.0,4.0,26.4,53.8,45.7,3.2,53.1,6.1,2.9
265937,53115,MBG0095,BU04890410,2020JJ00,Barendrecht                             ,Buurt     ,S,3.9,53.2,17.0,17.0,88.6,9.2,6.7,28.4,23.7,22.3,46.5,44.6,10.0,26.2,90.3,63.2,4.7,4.5,28.4,55.2,48.5,3.9,54.6,7.0,3.3
265943,53115,MBG0095,BU04890511,2020JJ00,Barendrecht                             ,Buurt     ,S,3.3,54.2,17.9,19.0,85.2,8.7,6.6,29.9,26.1,24.3,49.5,48.4,12.2,29.7,87.6,59.3,5.3,5.8,31.2,52.4,50.2,4.4,51.8,8.7,3.8
265946,53115,MBG0095,BU04890512,2020JJ00,Barendrecht                             ,Buurt     ,S,3.3,53.7,18.5,18.4,81.3,8.1,6.0,31.7,27.9,26.1,49.9,48.7,13.1,30.1,84.6,56.3,6.1,7.8,32.3,50.9,52.3,5.3,51.9,8.9,4.5
265949,53115,MBG0095,BU04890513,2020JJ00,Barendrecht                             ,Buurt     ,S,3.0,56.0,19.0,17.9,84.8,8.5,6.6,31.0,27.3,25.7,48.1,46.5,11.7,28.2,87.2,58.5,5.1,6.4,29.9,50.8,50.8,4.5,53.0,7.7,3.9
265955,53115,MBG0095,BU04890614,2020JJ00,Barendrecht                             ,Buurt     ,S,3.0,51.5,15.5,14.7,87.1,8.0,5.7,25.7,21.6,20.1,44.1,41.9,9.1,24.1,89.4,62.1,3.8,3.9,26.5,52.7,45.8,2.9,51.7,6.1,2.6
265961,53115,MBG0095,BU04890715,2020JJ00,Barendrecht                             ,Buurt     ,S,3.0,55.2,19.2,19.8,79.4,7.9,5.6,29.8,26.6,24.7,49.3,47.7,12.1,29.1,84.7,53.4,6.1,7.4,30.9,49.0,52.2,4.6,50.0,8.3,4.2
