,id,age,margins,districts_and_neighborhoods,periods,municipality,region_type,underweight,normaalgewicht_8,overweight,severe_overweight,smoker,complies with alcohol directive,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,ernstigbeperktvanwegegezondheid_18,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression, high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,voldoetaanbeweegrichtlijn_5,weekly_athletes, hearing_restriction,visual_restriction,motor_restriction,socially_lonely
477,157505,53115,MW00000,BU04840210,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.1,43.9,54.7,18.8,22.1,57.6,62.8,6.5,4.4,31.2,30,6.4,28,56.2,10.9,54.8,15.9,37,76.2,51,43.2,6.4,8.2,10.7,35.9
478,157508,53115,MW00000,BU04840211,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.2,44.8,53.4,18,23.1,55.8,65.1,6.9,4.6,30.7,29,5.8,27,55.8,10.5,56.3,16.2,38,76.8,51.2,44,6,7.5,9.4,36.5
479,157511,53115,MW00000,WK048403  ,2020JJ00,Alphen aan den Rijn                     ,Wijk      ,2,47.2,51.6,16.3,19.7,46.2,76.2,7.6,5.5,29.3,26.6,4.5,24.8,51.1,7.9,49.1,12.5,31.4,81.4,50.6,49.6,4.1,5.3,6.1,30.5
480,157514,53115,MW00000,BU04840301,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,48.2,50.8,15.7,19.5,42.8,81.1,8.1,6.3,31.4,28.1,4.7,26.4,50.4,7.6,47.5,11.8,30,81.1,52.6,52.6,3.9,5.1,6.2,30
481,157517,53115,MW00000,BU04840302,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,47.6,51.3,15.8,18.1,40.9,82.9,8,5.8,27.5,24.2,3.5,22.7,48.5,6.5,44.8,10.2,27.9,84.2,51.2,51.9,2.9,3.9,4,26.9
482,157520,53115,MW00000,BU04840303,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.2,49.8,48.6,15.2,23.9,43.3,78.4,8.6,6,28.4,25.8,4.4,23.8,54,8.8,51.5,13.8,34.5,81.1,51,50.9,3.9,5.1,6.1,31.6
483,157523,53115,MW00000,BU04840304,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,44.6,54.3,17.9,20.7,48.5,74.4,7.3,5.6,31.9,30.1,5.2,28.1,51.4,8.4,50,12.4,31.3,79.5,48,45.7,4.7,5.4,7.1,31.1
484,157526,53115,MW00000,BU04840305,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,48.3,50.7,14.4,15.7,40.1,84.3,7.2,5.2,25.7,21.9,2.6,20.5,45.7,5.2,41.1,8.3,24.2,86.7,51.7,54.9,2.2,3.1,3,23.8
485,157529,53115,MW00000,BU04840306,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.3,45.4,53.1,18.2,21.6,56.5,63.1,6.8,4.7,31.6,30,6.4,27.9,55.7,10.6,57.2,16.8,38.4,76.6,49.3,43.6,6.2,8.1,9.6,37.2
486,157532,53115,MW00000,BU04840307,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.6,52.1,47.1,11.9,14.1,32.6,88.9,8.9,8,27.2,23.4,2.9,21.5,38.6,3.4,41.5,9.3,22.2,86.9,52.9,57.6,2.1,3.6,3,26.4
487,157535,53115,MW00000,WK048404  ,2020JJ00,Alphen aan den Rijn                     ,Wijk      ,2.2,47.7,50.9,16.9,23,44.5,78.9,8.6,6.3,30.2,27.8,4.9,25.9,52.9,8.7,52.3,14,34.6,80.1,49.6,47.6,4.2,5.4,6.6,32.9
488,157538,53115,MW00000,BU04840401,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,48.6,49.1,13.5,27.4,32.8,85.1,11.5,8.7,28.8,28,4.5,26.6,49.6,9.4,48.7,13.3,31.6,81.7,49.3,47.2,4.2,4.6,4.5,32.2
489,157541,53115,MW00000,BU04840402,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,49.5,49,15.1,22,42.6,81.8,8.1,6.5,30.3,26.8,4,25,51.3,7.6,52.4,13.4,33.9,81.8,49.9,50,3.4,4.1,5.3,32.5
490,157544,53115,MW00000,BU04840403,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.1,47.7,51,17,22.4,46.6,76.3,8.3,6,29.7,27.4,4.7,25.6,52.8,8.8,52.6,14.2,34.7,80.2,49.8,47.5,4.3,5.9,6.8,33.4
491,157547,53115,MW00000,BU04840404,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.3,47.6,50.9,16.5,22.3,42.6,81.4,8.6,5.9,28.7,26,4.3,24.1,52.3,8.2,51.2,13.1,33.6,81.5,49.6,48.1,3.7,4.6,5.3,31.7
492,157550,53115,MW00000,BU04840405,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.3,47.4,51.2,18.3,26.7,44,79.3,9.6,8.1,35.5,33.8,7.5,32.1,55.4,10.3,54.5,16,37.5,75.5,48.4,45.6,5,6.2,9.7,34.5
493,157553,53115,MW00000,WK048405  ,2020JJ00,Alphen aan den Rijn                     ,Wijk      ,2.2,51,47.3,14.4,20.8,40.2,83.2,8.7,6.1,27.4,24.3,3.7,22.6,50.5,7.4,47.3,11.1,30.4,83.4,52.9,53.5,3.1,4.1,4.9,28.5
494,157556,53115,MW00000,BU04840501,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.3,49,48.9,16.2,24.1,42.8,80.1,9,6.4,29,26.9,4.5,25.1,54.2,9.1,50.8,13,33.9,80.7,51.8,49.2,3.8,5,6.4,31.1
495,157559,53115,MW00000,BU04840502,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.1,52.1,46.3,13.5,18.6,38.6,85,8.5,6.5,28.2,23.9,3.6,22.4,47.7,6.4,45.3,10.2,28.2,83.9,54.1,54.9,2.8,3.8,4.3,27.6
496,157562,53115,MW00000,BU04840503,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.6,54,43.5,13.4,25.4,38.9,82.8,10,6.6,27,24.2,4,22.1,55.1,9.1,51.5,13,35.5,82.3,53.8,56.3,3.4,4.2,5,30.6
497,157565,53115,MW00000,BU04840504,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.3,52.5,45.8,13.2,19,37.8,86.6,8.6,5.8,25.1,21.6,2.7,19.8,48.2,6,44.4,9.2,27.1,85.8,54.4,56.1,2.4,3.5,3.4,25.8
498,157568,53115,MW00000,BU04840505,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.7,50.5,48.8,13.2,14.4,39.6,85.1,7.6,5.3,25.9,22.3,2.9,20.4,44.1,5,41.8,8.5,24.5,86.7,51.9,56.6,2.3,3.1,3.4,24.9
499,157571,53115,MW00000,BU04840506,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
500,157574,53115,MW00000,WK048406  ,2020JJ00,Alphen aan den Rijn                     ,Wijk      ,2,50.9,47.8,14,18.7,39.1,85,8.5,6,26.8,23.6,3.3,22.1,48.2,6.3,45.1,9.9,27.8,84.8,52.9,55.1,2.6,3.7,4.1,26.8
501,157577,53115,MW00000,BU04840601,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,51.2,47.1,14.2,19.6,39.7,84.2,8.5,6.2,26.7,23.4,3.7,21.9,48.8,6.7,44.6,9.8,27.4,84.5,53.1,54.7,2.8,3.9,4.5,26.7
502,157580,53115,MW00000,BU04840602,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.1,48.8,49.7,15.8,23,41.2,81.9,9.2,6.2,28.2,25.8,4,24.1,52.1,7.9,50.6,12.5,33.1,81.9,50.8,50.5,3.3,4.5,5.2,30.7
503,157583,53115,MW00000,BU04840603,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,51.3,47.4,14,18.4,38.7,85.7,8.4,5.9,26.8,23.5,3.2,22,48.1,6.1,45,9.6,27.5,84.9,53.4,55.8,2.5,3.6,4,26.6
504,157586,53115,MW00000,BU04840604,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,52.7,46.5,11.6,13.3,36.4,88.6,7.8,5.8,25.2,21.4,2.2,20.1,43.1,4.2,38.9,7.2,21.9,88.2,54.4,60,1.9,2.8,2.5,22.6
505,157589,53115,MW00000,BU04840605,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
506,157592,53115,MW00000,WK048407  ,2020JJ00,Alphen aan den Rijn                     ,Wijk      ,1.9,51.3,47.7,12.7,16.9,34,86.6,9.9,8,25.4,22.1,2.6,20.6,41.9,4.3,40.3,7,21.3,87.2,49.9,54.3,2.3,3.6,3,24.7
507,157595,53115,MW00000,BU04840701,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,50.6,48.4,13.3,17.6,34,86.6,10,8.2,26.1,22.7,2.7,21.1,42.2,4.5,40.8,7.3,21.7,86.7,49.6,54.7,2.4,3.8,3.2,25
508,157598,53115,MW00000,BU04840702,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,57.8,41.5,7.6,10.7,33.9,87.5,8.9,6.6,19.1,16.7,1.6,15.3,39,2.4,35.1,4.8,17.2,91.3,52.9,51.2,1.6,2.1,1.5,21.7
509,157601,53115,MW00000,WK048408  ,2020JJ00,Alphen aan den Rijn                     ,Wijk      ,2,52.3,46.5,12.6,15.1,39.8,84.8,7.8,5.4,25.2,21.3,2.7,19.8,45.4,5.4,42.3,8.7,25.2,86.7,52.9,58.8,2.4,3.4,3.4,25.1
510,157604,53115,MW00000,BU04840801,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,49.1,49.4,14.1,19.9,38.2,84.6,9,5.9,24.9,22,2.8,20.5,47,6,45,9.9,25.2,85.7,51.2,48.1,2.9,3.9,3.8,28.6
511,157607,53115,MW00000,BU04840802,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.3,50.9,47.3,15.1,24.4,42.9,80,9.1,6,29.1,26.4,4.8,24.4,56,9.4,53.8,14.8,37.2,80.6,51,53.4,3.9,4.9,5.9,32.9
512,157610,53115,MW00000,BU04840803,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,52,46.9,12.5,14.2,38.4,86.9,7.9,5.6,25.7,21.2,2.4,19.6,43.7,4.8,40.6,7.7,23.3,87.3,53.1,59.1,2.1,3.3,3.1,24
513,157613,53115,MW00000,BU04840804,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,50.8,48.1,13.8,16.3,42.2,82.8,7.7,5,25.5,22.2,3.1,20.7,47.1,5.9,43.3,9.3,26.3,85.5,52.1,55.8,2.7,4,4.1,25.8
514,157616,53115,MW00000,BU04840805,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,52.2,46.8,12.1,13.9,39.1,86.6,7.6,5.6,25.5,20.9,2.4,19.7,44,4.6,40.1,7.7,23.1,87.3,54.2,59.2,1.9,3.2,2.9,23.8
515,157619,53115,MW00000,BU04840806,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,53.1,45.7,12.2,15.6,37.7,87.1,8.4,5.9,25.4,21.3,2.4,19.9,45.3,4.9,41.1,7.7,23.9,87,53.7,59.4,2,3,3,23.9
516,157622,53115,MW00000,BU04840807,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.8,51,47.8,13.8,15.6,44.9,78.4,6.6,4.3,24.7,21.3,3,19.7,47.5,6.2,44.7,10.3,27.7,85.7,51.9,56,3.1,3.7,4.3,26.9
517,157625,53115,MW00000,BU04840808,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,49.1,49.7,14.7,16.8,44.4,80.1,7,4.8,26.4,23,3.2,21.5,48,6.6,46.1,10.9,29.1,84.7,50.5,54.4,3,4,4.3,28.4
518,157628,53115,MW00000,BU04840809,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,57.3,41.4,9.1,10.5,34.5,90.2,7.8,5.2,21.5,16.7,1.6,15.4,39.3,3.4,35.8,5.6,19.2,91,54.5,67.6,1.3,2.5,1.6,20.2
519,157631,53115,MW00000,BU04840810,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,51.4,47.4,12.6,13.3,40.7,84.7,7.8,5.4,25.3,21.5,2.5,19.8,43.5,4.9,41.7,8.3,24.4,87.1,52.9,58.3,2.2,3.2,3.1,24.9
520,157634,53115,MW00000,BU04840811,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.1,50.4,48.5,13.2,13.4,38.6,86.2,7.9,5.8,25.6,21.8,2.4,20.4,43.5,4.7,40.5,7.7,23.2,87.1,53.4,58.1,2.1,3.6,3,24
521,157637,53115,MW00000,BU04840812,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
522,157640,53115,MW00000,BU04840813,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.8,41.4,56.7,20.4,25.6,40.4,81.3,8.5,6.7,32.7,33.5,8.5,31.8,54,10,49.9,13.4,30.7,77.6,48.1,39.1,5.5,5.4,7.8,32.5
523,157643,53115,MW00000,WK048409  ,2020JJ00,Alphen aan den Rijn                     ,Wijk      ,1.9,52.1,47,11.3,13.4,34.7,87,9.3,7.4,24.2,20.3,1.9,19.2,39.9,2.9,37.3,5.8,18.2,89.1,49.6,51.9,1.8,2.9,2.2,23.3
524,157646,53115,MW00000,BU04840901,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,52.1,47,11.3,13.4,34.7,87,9.3,7.4,24.2,20.3,1.9,19.2,39.9,2.9,37.3,5.8,18.2,89.1,49.6,51.9,1.8,2.9,2.2,23.3
525,157649,53115,MW00000,WK048431  ,2020JJ00,Alphen aan den Rijn                     ,Wijk      ,1.9,49.3,49.3,14.2,16.7,40.7,83.6,7.5,5.5,26.3,22.5,3,21.1,44.9,5.4,39.9,8.4,22.8,86.2,50.9,53.6,2.7,3.1,4,24.7
526,157652,53115,MW00000,BU04843101,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.2,52.1,46.5,12.9,15.9,39.4,83.5,8.1,5.6,25.4,22.4,2.5,20.9,43.4,5,39.1,7.9,22.2,87.2,51.5,53.7,2.4,2.9,3.6,24.4
527,157655,53115,MW00000,BU04843102,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,51.6,47.6,12.9,15.1,40.3,84.3,7.4,5.3,25,21.1,2.5,19.6,43.5,4.7,38.4,7.5,21.8,87.2,51.9,57.1,2.6,2.9,3.7,23
528,157658,53115,MW00000,BU04843103,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,47.3,51.1,15.3,17.7,41.7,82.8,7.2,5.4,27.5,23.7,3.4,22.3,46.6,6.1,41,9.1,23.8,85,50.3,51.6,3,3.3,4.5,25.7
529,157661,53115,MW00000,BU04843104,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.8,51.6,47,12.7,16.4,35.9,88.2,9.2,6.6,21.8,17.8,1.8,16.4,37.8,3.2,36.6,5.9,18.6,90,51.1,57.8,1.9,2.8,2.1,22.6
530,157664,53115,MW00000,WK048445  ,2020JJ00,Alphen aan den Rijn                     ,Wijk      ,2.2,53.1,44.4,11.5,14.5,35,86.1,9.7,7.6,25.7,22,2.5,20.6,44.3,4.4,39.1,6.9,20.1,87.8,49.4,51.2,2.3,2.8,3,23.4
531,157667,53115,MW00000,BU04844501,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.9,53.7,42.5,10,13.5,33.7,88.1,9,7.3,26.8,22.4,2.4,20.7,42.9,3.4,38.2,6.2,18.1,88.1,51,52.9,2.2,2.3,2.4,22.8
532,157670,53115,MW00000,BU04844502,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,51.2,47,11.4,11,40.9,83.8,8.7,6.8,26.1,19.4,1.6,18.3,36.4,2.6,34.7,4.9,17.1,90.7,52.8,47.8,1.7,2.6,1.7,20.9
533,157673,53115,MW00000,BU04844503,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,51.6,46.3,13.5,17.3,36.4,84.5,10.3,7.1,26.8,24.5,3.1,22.9,49.5,5.9,41.7,8.9,23.6,85.8,47.9,47.4,2.7,3.3,3.8,24.6
534,157676,53115,MW00000,BU04844504,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,55.5,42.9,10,11.5,32.5,87.2,9.7,9.1,21.9,17.8,1.8,17,38.9,3.5,37.1,4.7,17.1,90,49,56.9,1.7,2.5,2.7,22.6
535,157679,53115,MW00000,WK048470  ,2020JJ00,Alphen aan den Rijn                     ,Wijk      ,2,50.2,48.5,14.1,17.8,41.2,80.9,7.8,5.4,26.4,23.6,3.4,21.8,47.2,6.4,43.8,9.9,26.3,84.9,49.9,54.1,3.2,3.7,4.3,27.2
536,157682,53115,MW00000,BU04847001,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.2,54.8,43.5,10.1,13.8,33.8,87.6,9.6,7.4,23,19.5,2.1,17.9,41,3.2,36.5,5.6,17.9,89.6,50.9,54.9,2,2.7,2.1,22
537,157685,53115,MW00000,BU04847002,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.4,54.7,44,9.5,14.2,32.3,87.5,10,8.6,21.5,19.4,2.3,17.2,41,3.5,36.1,5.4,17.3,89.7,51.1,53,2.2,2.6,2.1,22.4
538,157688,53115,MW00000,BU04847003,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.2,54.1,44.5,10.4,13.6,34.8,86.4,9.1,6.6,22.8,19.6,2.1,18.2,41.3,3.4,37.2,5.9,18.2,89.6,51,52,2.4,2.7,2.3,22.5
539,157691,53115,MW00000,BU04847004,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,51.7,47,12,15.2,34.8,86.8,9,6.5,23.8,20.5,2.4,18.5,42.1,4,37.8,6.8,20,88.1,50.9,57.5,2.2,2.8,2.6,23
540,157694,53115,MW00000,BU04847005,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,52.2,46.7,12.8,17.1,38.1,85,7.6,5.2,25.5,22,2.9,20.3,45.6,5.7,42.7,9.1,25.1,86.4,50.9,58.2,2.5,3.1,3.4,25.9
541,157697,53115,MW00000,BU04847006,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,50.8,47.8,13.4,16.5,37.6,85.4,8.4,6.1,26.3,23,3.1,21.3,45,5.5,41.6,8.4,23.5,86.2,50.2,56.9,2.7,3.2,3.7,25.5
542,157700,53115,MW00000,BU04847007,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,48,50.7,15.5,20.2,41.3,78.7,9,6.6,28.5,26.5,4.4,24.7,48.8,7.2,45.3,10.6,26.5,83.2,47.7,50.4,3.7,4.2,5.4,28.6
543,157703,53115,MW00000,BU04847008,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.2,49.3,49.1,15,21,39.6,82.7,7.8,5.2,27.2,24.4,3.7,22.6,50.2,7.6,48.9,12.6,31.7,83.7,50,51.5,3.3,4.2,4.7,30.7
544,157706,53115,MW00000,BU04847009,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.1,46.7,51.5,16.6,18.9,48.9,69.7,6.7,4.5,28,26,4.2,24.4,50.7,8,46.1,11.8,29,81.9,48.4,49.3,4.3,4.9,6,29.7
545,157709,53115,MW00000,BU04847010,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,48.3,50.3,15,16.9,45.8,77.3,7,4.7,26.1,23.2,3.2,21.7,47.4,6.4,43.4,9.7,26.7,85.2,49.6,52.6,3.2,3.8,4.1,26.8
546,157712,53115,MW00000,BU04847011,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,50.1,49,15.1,20.5,42.2,80.6,7.6,5.1,27.2,24.3,3.6,22.4,50.1,7.6,47.2,11.3,29.9,83.6,49.4,53.7,3.6,3.8,4.9,28.6
547,157715,53115,MW00000,BU04847012,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.1,49,49.9,15.7,18.6,45.3,77.4,7.3,4.9,28.4,25.7,4,24,49.4,7.6,46.4,11.4,29,82.7,49.5,52.7,3.7,4.4,5.6,29.1
548,157718,53115,MW00000,BU04847013,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.1,49.8,48.8,14.5,18.3,43.5,78.3,7.7,5,26.3,23.6,3.5,21.9,48.7,7.1,45.1,10.8,28.3,84.3,49.5,53.1,3.4,3.7,4.5,28
549,157721,53115,MW00000,BU04847014,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,52.8,45.7,11.8,14.8,37.9,86.1,8.1,5.5,25.3,22.7,2.8,20.9,44.2,5.1,40.3,8.4,22.5,86.9,51.2,58.5,2.6,3,3.1,25.2
550,157724,53115,MW00000,BU04847015,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.3,54.1,43.3,9.6,13.1,35.4,86.4,9.6,6.7,21.4,18.1,1.8,16.4,38.7,3,36.1,5.4,17,90.5,51.4,52.9,1.9,2.4,1.7,22.2
551,157727,53115,MW00000,WK048471  ,2020JJ00,Alphen aan den Rijn                     ,Wijk      ,1.9,51.7,45.5,14.1,18.5,34.3,85.3,9.1,7.4,28,24.4,3.7,23.3,46.8,5.2,41.3,7.8,22.8,84.7,49.2,53.3,2.8,3.2,4.3,24.7
552,157730,53115,MW00000,BU04847101,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,51.9,45.1,13.8,19,34.4,85.5,9.4,7.6,27.7,24.2,3.5,23.1,47.2,5.4,41.6,8.2,23.3,84.7,49.1,53.2,2.8,3.4,4.2,24.9
553,157733,53115,MW00000,BU04847102,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
554,157736,53115,MW00000,BU04847103,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.7,50.9,46.8,15.1,16.7,34.5,84.5,8,6.9,29.3,25.2,4.3,24.1,45.5,4.6,40.2,6.3,21.3,84.8,49.4,53.5,2.8,2.6,4.6,23.9
555,157739,53115,MW00000,WK048491  ,2020JJ00,Alphen aan den Rijn                     ,Wijk      ,2,51.1,47.3,13.4,15.5,35.4,86,9,6.7,25,21.8,2.8,20.3,44.2,4.7,39.2,7.7,21.6,87,51.1,54.7,2.5,3,3.2,24.3
556,157742,53115,MW00000,BU04849101,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,50.6,47.7,13.9,16.1,36.3,85.4,8.9,7,26,22.7,3.1,21.2,44.3,4.8,40.2,8.3,22.8,86.3,51,54.7,2.7,3.2,3.6,25.2
557,157745,53115,MW00000,BU04849102,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.3,54.9,43.7,9.9,12.7,32.6,88.1,9.3,6.9,22.5,19.3,2.1,17.9,39.9,3.2,37.2,5.9,18,89.5,51.9,53.4,1.9,2.5,1.9,23.4
558,157748,53115,MW00000,BU04849103,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,48.4,49.7,14.6,17,36.8,84.5,8.9,6.7,26.9,23.9,3.5,22.5,45.3,5.5,41.4,8.9,23.5,85.2,51.3,52.5,2.8,3.5,4,25.8
559,157751,53115,MW00000,BU04849104,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,50.8,47.5,13.8,16,34.9,86.4,8.9,6.3,23.9,20.8,2.6,19.3,45.8,4.9,38.1,7.7,21.5,87.4,50.9,55.7,2.5,2.9,3,23.3
560,157754,53115,MW00000,BU04849105,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,53.1,45.6,12.7,13.8,35,86.6,8.9,7,24.6,21.3,2.6,19.8,42.2,4,37.8,6.4,19.8,88.1,51,56.8,2.1,2.6,2.5,23.3
561,157757,53115,MW00000,WK048494  ,2020JJ00,Alphen aan den Rijn                     ,Wijk      ,1.9,48.8,49.6,14.8,17.9,35.8,84.7,8.8,6.2,27.6,24.4,3.3,22.7,47.5,6.1,43.4,9.7,26.1,85,52.7,54.8,2.9,3.5,3.9,26.6
562,157760,53115,MW00000,BU04849401,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,52.5,45.4,12.7,18.5,34,85.7,9.6,7.4,25.3,21.9,2.6,20.2,46.4,5.6,43.8,9.9,26.1,86.6,53.9,56.7,2.7,3.3,2.8,27.1
563,157763,53115,MW00000,BU04849402,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,48.4,50.1,15.3,18,35.4,85.1,8.7,5.8,27.2,23.9,3.4,22.1,48.9,6.1,44.4,9.8,27.3,85.2,52.5,55.9,2.9,3.4,3.7,26.6
564,157766,53115,MW00000,BU04849403,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2,47.8,50.5,15.7,19.1,36.4,83.9,8.8,6.1,28.3,25.1,3.7,23.4,49,6.5,44.5,10.2,27.2,84.1,52.5,54.2,3.1,3.8,4.4,27.3
565,157769,53115,MW00000,BU04849404,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.9,48.8,50.2,14.2,16,36,85.2,8.4,6,28,24.8,3.2,23.2,45.2,5.7,41.1,8.7,24,85.4,52.6,54.2,2.8,3.4,3.8,25.3
566,157772,53115,MW00000,WK048496  ,2020JJ00,Alphen aan den Rijn                     ,Wijk      ,1.8,49.3,49.3,14.3,16.5,37.1,85,8.6,6.2,26.5,23.3,3,21.6,45.9,5.6,41.7,8.8,24.4,85.9,52.5,55.9,2.9,3.4,3.7,25.5
567,157775,53115,MW00000,BU04849601,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.1,53.9,44.5,11,12.9,33.5,88.1,8.9,6.8,24.6,20.6,2.3,18.9,42.8,4.2,38.7,7.6,21.3,88.6,53.7,61.7,1.9,2.8,2.3,24
568,157778,53115,MW00000,BU04849602,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.8,49,49.8,14.6,16.1,37.2,85.3,8.3,6.1,26.2,23.2,2.9,21.4,45.1,5.5,40.7,8.2,23.5,86.2,52.8,56,3,3.3,3.6,24.5
569,157781,53115,MW00000,BU04849603,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,1.8,48,50.5,14.9,17.8,38.4,83.4,8.7,6,27.8,24.5,3.5,22.8,47.8,6.2,43.7,10,26.4,84.6,52,54.1,3.2,3.8,4.4,27.3
570,157784,53115,MW00000,BU04849604,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,2.1,53.8,44.2,11.6,16,29.6,89.6,10.6,7.9,21.5,18.4,1.9,16.8,41.7,3.7,37.6,5.9,19.5,90,51.8,58.9,1.8,2.5,1.8,22.6
1770,208550,53115,MOG0095,GM0482    ,2020JJ00,Alblasserdam                            ,Gemeente  ,1.8,43.9,51.7,16,17,48.3,76.5,6.1,4.1,26.9,24.4,3.4,22.6,44.3,6.5,42.3,9.3,24.8,81.4,46.5,45.9,3,4.1,5.3,26.4
1771,208553,53115,MOG0095,WK048201  ,2020JJ00,Alblasserdam                            ,Wijk      ,1.5,44.5,49.8,14.4,15.4,46.2,78.4,5.7,3.9,24.8,21.7,2.7,20.2,41.7,5.3,39.4,7.7,22.4,82.5,46.5,47.3,2.2,3.2,4,23.9
