underweight,overweight,severe_overweight,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,weekly_athletes,visual_restriction,motor_restriction,socially_lonely,normal_weight,complies_with_alcohol_directive,severely_restricted-due_to_health,comply_with_exercise_guideline,high-risk_anxiety_depression,hearing_restriction,big_small,smoker_p
2.1,48.8,14.5,78.3,7.7,5.0,26.3,23.6,21.9,48.7,45.1,10.8,28.3,84.3,53.1,3.7,4.5,28.0,49.8,43.5,3.5,49.5,7.1,3.4,0,18.3
1.9,45.7,11.8,86.1,8.1,5.5,25.3,22.7,20.9,44.2,40.3,8.4,22.5,86.9,58.5,3.0,3.1,25.2,52.8,37.9,2.8,51.2,5.1,2.6,0,14.8
2.3,43.3,9.6,86.4,9.6,6.7,21.4,18.1,16.4,38.7,36.1,5.4,17.0,90.5,52.9,2.4,1.7,22.2,54.1,35.4,1.8,51.4,3.0,1.9,0,13.1
1.9,45.1,13.8,85.5,9.4,7.6,27.7,24.2,23.1,47.2,41.6,8.2,23.3,84.7,53.2,3.4,4.2,24.9,51.9,34.4,3.5,49.1,5.4,2.8,0,19.0
1.7,46.8,15.1,84.5,8.0,6.9,29.3,25.2,24.1,45.5,40.2,6.3,21.3,84.8,53.5,2.6,4.6,23.9,50.9,34.5,4.3,49.4,4.6,2.8,0,16.7
2.0,47.7,13.9,85.4,8.9,7.0,26.0,22.7,21.2,44.3,40.2,8.3,22.8,86.3,54.7,3.2,3.6,25.2,50.6,36.3,3.1,51.0,4.8,2.7,0,16.1
2.3,43.7,9.9,88.1,9.3,6.9,22.5,19.3,17.9,39.9,37.2,5.9,18.0,89.5,53.4,2.5,1.9,23.4,54.9,32.6,2.1,51.9,3.2,1.9,0,12.7
2.0,49.7,14.6,84.5,8.9,6.7,26.9,23.9,22.5,45.3,41.4,8.9,23.5,85.2,52.5,3.5,4.0,25.8,48.4,36.8,3.5,51.3,5.5,2.8,0,17.0
1.9,47.5,13.8,86.4,8.9,6.3,23.9,20.8,19.3,45.8,38.1,7.7,21.5,87.4,55.7,2.9,3.0,23.3,50.8,34.9,2.6,50.9,4.9,2.5,0,16.0
1.9,45.6,12.7,86.6,8.9,7.0,24.6,21.3,19.8,42.2,37.8,6.4,19.8,88.1,56.8,2.6,2.5,23.3,53.1,35.0,2.6,51.0,4.0,2.1,0,13.8
2.0,45.4,12.7,85.7,9.6,7.4,25.3,21.9,20.2,46.4,43.8,9.9,26.1,86.6,56.7,3.3,2.8,27.1,52.5,34.0,2.6,53.9,5.6,2.7,0,18.5
1.9,50.1,15.3,85.1,8.7,5.8,27.2,23.9,22.1,48.9,44.4,9.8,27.3,85.2,55.9,3.4,3.7,26.6,48.4,35.4,3.4,52.5,6.1,2.9,0,18.0
2.0,50.5,15.7,83.9,8.8,6.1,28.3,25.1,23.4,49.0,44.5,10.2,27.2,84.1,54.2,3.8,4.4,27.3,47.8,36.4,3.7,52.5,6.5,3.1,0,19.1
1.9,50.2,14.2,85.2,8.4,6.0,28.0,24.8,23.2,45.2,41.1,8.7,24.0,85.4,54.2,3.4,3.8,25.3,48.8,36.0,3.2,52.6,5.7,2.8,0,16.0
2.1,44.5,11.0,88.1,8.9,6.8,24.6,20.6,18.9,42.8,38.7,7.6,21.3,88.6,61.7,2.8,2.3,24.0,53.9,33.5,2.3,53.7,4.2,1.9,0,12.9
1.8,49.8,14.6,85.3,8.3,6.1,26.2,23.2,21.4,45.1,40.7,8.2,23.5,86.2,56.0,3.3,3.6,24.5,49.0,37.2,2.9,52.8,5.5,3.0,0,16.1
1.8,50.5,14.9,83.4,8.7,6.0,27.8,24.5,22.8,47.8,43.7,10.0,26.4,84.6,54.1,3.8,4.4,27.3,48.0,38.4,3.5,52.0,6.2,3.2,0,17.8
2.1,44.2,11.6,89.6,10.6,7.9,21.5,18.4,16.8,41.7,37.6,5.9,19.5,90.0,58.9,2.5,1.8,22.6,53.8,29.6,1.9,51.8,3.7,1.8,0,16.0
0.9,45.2,11.1,78.8,4.8,3.2,21.4,18.0,16.6,37.3,34.8,4.8,18.0,82.9,48.6,1.6,2.1,20.3,43.8,41.5,1.8,45.4,3.2,0.9,0,11.1
0.6,51.7,16.1,69.7,4.0,2.5,28.5,25.8,24.5,44.3,44.3,9.7,26.9,72.4,36.2,3.7,6.5,26.9,36.2,48.6,3.4,40.6,6.2,2.2,0,17.6
1.2,48.9,13.9,77.7,5.1,3.5,23.8,20.6,19.3,41.9,38.4,7.2,22.0,81.6,45.6,2.8,3.4,22.8,42.9,44.8,2.4,45.8,5.3,1.9,0,15.4
0.9,43.3,10.3,79.4,4.5,3.0,18.8,16.4,15.5,35.8,32.4,4.5,17.3,83.3,46.7,1.2,1.5,18.5,44.2,40.6,0.9,44.8,2.7,0.9,0,12.1
0.7,47.6,12.3,75.8,4.1,2.9,22.3,19.2,17.8,37.9,36.3,5.9,19.2,82.2,46.7,2.4,2.7,21.4,42.5,44.9,1.3,43.4,3.7,1.3,0,11.9
0.6,44.7,10.9,80.7,4.4,2.6,19.7,16.8,15.6,35.3,32.4,4.4,15.9,82.9,47.4,1.2,1.2,19.4,42.9,38.8,1.2,44.1,2.6,0.9,0,10.6
1.0,50.8,15.4,76.3,5.6,3.3,25.7,23.5,21.7,44.5,42.4,9.4,25.2,77.9,43.3,3.1,4.6,26.7,40.5,43.8,2.8,43.0,6.1,2.6,0,17.9
0.7,48.5,12.3,73.9,3.7,2.2,22.8,20.5,19.0,38.1,36.2,6.0,19.4,78.7,43.3,2.6,3.0,22.0,38.4,44.4,1.9,41.0,3.7,1.1,0,12.3
1.2,50.9,15.4,72.9,4.6,2.9,26.3,25.0,23.2,45.5,41.5,8.8,24.6,76.2,40.9,2.9,5.0,25.9,38.8,47.0,3.3,41.5,6.3,2.7,0,17.3
0.9,48.0,12.8,73.9,4.3,2.0,21.9,20.2,18.5,41.8,36.6,6.8,20.2,78.7,43.8,2.6,3.7,21.6,40.3,45.2,2.3,42.3,4.8,2.3,0,14.5
1.0,48.6,13.5,79.8,4.6,3.0,23.1,20.7,19.1,38.2,36.1,6.4,19.2,82.2,47.3,2.2,2.9,22.0,42.0,42.3,1.6,44.7,4.0,1.6,0,12.3
0.8,45.9,11.0,78.5,4.6,3.1,22.8,19.5,18.2,35.9,35.1,5.1,17.4,81.5,47.7,2.1,2.1,20.5,43.1,42.8,1.3,44.4,3.3,0.8,0,10.3
1.0,48.6,13.7,77.0,4.9,3.2,25.3,22.0,20.6,41.0,38.6,6.7,21.8,80.9,43.5,2.2,3.2,22.7,41.5,44.2,2.0,44.2,4.6,1.5,0,13.5
1.1,48.5,12.7,78.2,4.5,3.0,24.2,21.4,19.9,37.3,35.5,5.7,18.6,80.7,45.6,1.9,2.5,20.6,41.3,42.6,1.5,43.9,4.0,1.3,0,12.3
1.0,52.1,16.5,63.6,3.6,2.4,26.0,24.7,22.7,44.0,42.3,8.9,24.3,75.9,37.2,5.0,7.0,25.8,37.3,54.9,3.2,42.1,6.0,2.6,0,15.1
1.4,51.6,16.5,69.7,4.7,3.1,26.7,24.2,22.5,45.3,42.2,8.8,25.2,78.2,40.6,3.9,5.7,25.3,39.9,50.1,3.1,43.6,6.2,2.8,0,17.1
1.3,51.7,16.4,68.1,5.0,3.2,26.9,25.3,23.2,49.3,49.3,12.9,31.6,75.7,39.4,4.9,6.6,31.6,39.8,51.6,3.6,42.9,8.3,4.3,0,19.8
0.8,49.5,13.4,74.4,4.8,3.3,24.3,22.1,20.7,39.2,37.9,6.9,20.2,80.0,40.8,3.0,3.9,23.1,41.1,47.0,2.3,43.4,4.4,1.6,0,13.9
1.4,48.9,14.7,73.3,5.1,2.9,25.9,24.0,22.5,43.3,41.0,8.7,23.4,78.9,41.7,3.7,5.5,25.2,42.1,48.4,3.1,45.1,6.0,2.8,0,16.1
0.5,36.6,6.3,82.2,4.7,2.6,15.2,12.0,11.0,30.4,27.7,3.1,13.6,85.3,57.1,1.0,0.0,15.2,47.9,33.5,0.0,45.5,1.6,0.0,0,7.9
1.1,50.5,15.9,64.3,3.8,2.2,25.8,24.7,23.1,45.6,45.6,9.6,28.0,69.8,32.4,3.3,6.0,27.5,33.5,47.8,2.7,39.6,6.6,2.2,0,19.2
0.0,30.8,0.0,61.5,0.0,0.0,7.7,7.7,7.7,23.1,15.4,0.0,7.7,69.2,30.8,0.0,0.0,7.7,23.1,23.1,0.0,23.1,0.0,0.0,0,0.0
0.0,42.9,7.1,60.7,0.0,0.0,17.9,17.9,17.9,32.1,28.6,3.6,14.3,60.7,25.0,3.6,0.0,17.9,21.4,32.1,0.0,25.0,3.6,0.0,0,7.1
0.0,23.7,0.0,73.7,2.6,0.0,5.3,5.3,2.6,23.7,18.4,0.0,5.3,81.6,42.1,0.0,0.0,7.9,44.7,31.6,0.0,36.8,0.0,0.0,0,2.6
0.0,25.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,16.7,8.3,0.0,0.0,75.0,33.3,0.0,0.0,0.0,16.7,8.3,0.0,16.7,0.0,0.0,0,0.0
0.0,39.7,7.4,72.1,2.9,0.7,14.7,13.2,11.8,32.4,26.5,2.9,11.8,76.5,36.8,0.0,0.0,14.7,35.3,30.9,0.0,36.8,1.5,0.0,0,10.3
1.3,49.3,13.3,81.8,5.4,3.4,24.3,20.2,19.1,40.0,38.8,7.0,21.0,83.1,55.5,2.6,3.1,24.1,43.8,39.3,1.9,45.9,4.1,1.8,0,12.9
0.0,43.9,9.8,70.7,0.0,0.0,19.5,17.1,17.1,31.7,31.7,2.4,14.6,65.9,35.3,0.0,0.0,17.1,26.8,29.3,0.0,31.7,0.0,0.0,0,7.3
0.0,40.6,6.2,75.0,0.0,0.0,15.6,12.5,9.4,21.9,21.9,0.0,6.2,71.9,40.6,0.0,0.0,12.5,25.0,25.0,0.0,37.5,0.0,0.0,0,3.1
0.0,39.1,5.8,81.2,2.9,1.4,15.9,13.7,13.0,29.0,27.5,1.4,11.6,79.7,44.9,0.0,0.0,15.9,37.7,24.6,0.0,37.7,0.0,0.0,0,7.2
1.1,50.2,14.8,79.0,5.6,3.6,25.7,22.7,21.1,42.7,42.7,9.0,24.2,80.1,49.8,3.1,4.3,27.0,42.2,40.3,2.5,44.4,5.1,2.3,0,15.6
0.0,34.8,0.0,69.6,0.0,0.0,13.0,13.0,13.0,21.7,21.7,0.0,4.3,69.6,39.1,0.0,0.0,13.0,26.1,21.7,0.0,30.4,0.0,0.0,0,0.0
1.2,49.6,14.9,73.9,4.8,2.5,26.1,24.2,22.4,45.5,46.4,10.7,28.2,76.4,45.1,3.6,5.3,29.0,39.8,44.8,3.0,41.7,6.2,3.0,0,17.7
1.2,49.2,13.9,80.4,5.5,3.4,24.3,20.7,19.3,40.7,40.1,7.1,21.8,81.9,53.3,2.8,3.6,24.4,43.2,40.1,2.0,46.2,4.4,1.8,0,13.5
0.9,48.8,14.0,76.8,4.4,2.8,25.4,22.1,20.6,41.8,40.0,8.1,22.5,78.6,47.9,2.6,3.9,24.9,40.3,41.6,2.0,43.1,4.6,1.8,0,13.6
1.4,49.6,14.3,81.7,5.4,3.5,25.3,21.3,20.0,41.4,40.6,8.2,22.4,82.2,52.2,2.8,3.5,25.5,42.8,39.3,2.4,45.3,4.8,2.0,0,14.4
0.0,46.2,11.3,75.3,4.3,2.2,26.3,24.7,23.7,41.4,43.0,9.7,24.7,72.6,46.8,2.7,4.8,28.0,38.2,37.6,3.2,40.3,5.9,2.2,0,16.1
0.0,36.6,2.4,75.6,0.0,0.0,9.8,7.3,7.3,22.0,24.4,0.0,9.8,78.0,43.9,0.0,0.0,9.8,34.1,24.4,0.0,36.6,0.0,0.0,0,2.4
1.1,47.1,12.6,81.9,5.5,3.5,23.4,19.2,17.9,39.8,40.5,7.2,21.9,83.1,53.8,2.1,2.4,24.5,43.8,37.8,1.5,45.4,3.8,1.4,0,13.1
1.1,45.3,12.0,78.8,4.4,3.0,22.7,19.7,18.3,40.1,39.0,7.2,21.2,82.0,52.7,2.2,2.9,23.9,45.5,40.8,1.5,45.6,3.8,1.4,0,11.4
0.0,38.5,6.2,79.2,4.2,3.1,13.5,10.4,9.4,29.2,28.1,2.1,12.5,82.3,54.2,0.0,0.0,15.6,41.7,28.1,0.0,40.6,0.0,0.0,0,5.2
0.9,48.5,13.6,76.6,4.3,2.7,24.9,22.0,20.2,44.0,43.5,9.3,25.9,78.0,48.1,2.9,3.6,26.5,40.6,40.6,2.3,44.2,5.0,2.3,0,15.2
0.8,45.1,11.5,81.0,4.5,2.5,20.0,16.5,15.2,40.3,38.1,7.0,21.6,84.7,58.4,1.9,2.3,21.9,46.4,38.2,1.4,45.4,4.0,1.3,0,12.2
0.9,47.8,13.2,82.0,5.2,3.2,23.6,20.1,18.5,41.9,41.2,7.9,23.7,81.2,51.5,2.0,2.5,24.5,43.1,36.8,1.6,46.0,4.7,1.7,0,14.6
0.0,39.4,6.7,79.8,3.8,1.9,15.4,12.5,11.5,29.8,27.9,1.9,10.6,80.8,49.0,0.0,0.0,15.4,41.3,27.9,0.0,40.4,1.0,0.0,0,6.7
0.0,40.4,8.3,81.4,4.5,2.6,19.2,14.1,12.8,32.7,30.8,2.6,12.8,82.1,49.4,0.6,0.6,17.9,42.9,31.4,0.0,43.6,1.9,0.0,0,9.0
1.1,50.8,13.8,75.2,4.6,2.4,22.9,19.7,18.1,41.6,40.7,8.9,23.3,82.2,52.4,3.1,3.9,25.5,42.2,45.8,2.3,43.7,5.5,2.0,0,14.0
0.9,50.6,13.1,75.7,4.4,2.4,21.8,18.3,16.7,39.1,38.6,7.4,21.0,83.4,53.0,2.6,2.8,24.1,41.3,44.2,1.7,43.4,4.1,1.6,0,12.4
0.0,36.4,5.2,77.9,2.6,1.3,11.7,9.1,7.8,28.6,26.0,1.3,11.7,83.1,53.2,0.0,0.0,14.3,41.6,31.2,0.0,39.0,0.0,0.0,0,3.9
1.4,49.5,13.5,78.6,5.4,3.1,23.9,20.1,18.7,41.5,41.7,8.5,23.9,82.9,54.0,3.1,3.7,25.9,44.0,44.2,2.2,44.5,5.0,2.0,0,13.3
0.0,34.7,6.5,82.3,4.8,2.8,16.1,12.9,11.3,36.3,33.9,4.0,17.7,82.3,49.2,0.0,0.0,19.4,47.6,26.6,0.0,41.9,1.6,0.0,0,11.3
0.0,26.5,0.0,76.5,0.0,0.0,8.8,5.9,5.9,23.5,20.6,0.0,5.9,79.4,47.1,0.0,0.0,8.8,41.2,17.6,0.0,35.3,0.0,0.0,0,2.9
0.8,45.0,10.8,82.2,5.2,3.5,22.2,18.1,16.7,38.7,36.0,5.5,19.3,85.4,55.0,1.6,1.6,20.9,46.5,37.4,1.1,47.7,3.0,1.0,0,10.8
0.4,38.5,6.5,86.2,5.0,3.8,20.4,16.2,14.6,32.3,29.6,3.1,13.8,85.4,60.4,0.8,0.4,16.9,48.8,27.3,0.4,45.8,1.2,0.4,0,7.7
1.0,50.6,15.0,74.2,6.0,4.3,27.7,24.6,22.8,46.7,44.9,9.9,27.0,78.3,45.5,3.3,4.5,27.6,41.5,42.3,3.1,44.7,5.8,2.4,0,17.9
1.2,49.0,14.6,75.2,6.0,4.0,27.3,24.6,22.7,48.3,46.2,10.9,28.9,78.6,45.9,3.8,4.8,28.1,42.7,42.4,3.4,47.3,6.6,2.8,0,18.0
0.0,36.8,5.3,68.4,0.0,0.0,15.8,13.2,13.2,28.9,31.6,2.6,13.2,71.1,31.6,0.0,0.0,18.4,31.6,28.9,0.0,34.2,0.0,0.0,0,7.9
1.4,50.1,15.6,68.6,6.1,4.0,28.2,26.0,23.9,51.4,50.1,12.8,32.7,76.9,45.0,5.3,6.5,31.6,42.9,48.4,4.3,46.7,7.7,3.7,0,19.1
0.8,43.1,10.6,77.8,5.0,2.9,21.7,17.5,16.1,40.7,38.4,6.3,21.7,82.5,52.6,1.9,2.1,22.0,45.0,38.1,1.3,45.0,3.4,0.8,0,11.1
0.7,44.7,10.6,82.2,5.8,4.4,22.7,19.0,17.5,41.2,38.0,6.2,21.3,82.9,53.0,2.0,1.9,22.0,44.8,34.0,1.4,47.0,3.2,0.9,0,13.0
0.4,37.5,7.5,84.6,4.8,3.3,16.7,12.9,11.2,38.8,30.8,3.3,16.7,85.4,55.4,0.4,0.4,15.8,48.3,29.6,0.4,48.8,2.1,0.0,0,10.0
0.0,30.9,4.4,79.4,2.9,1.5,14.7,11.8,10.3,29.4,25.0,1.5,10.3,80.9,47.1,0.0,0.0,13.2,44.1,26.5,0.0,44.1,0.0,0.0,0,4.4
1.1,48.2,14.7,73.9,6.9,4.5,29.0,26.7,24.7,50.8,50.9,13.2,33.3,75.9,45.4,4.4,5.6,32.1,43.3,42.7,4.0,46.1,7.8,3.4,0,21.0
1.1,48.3,13.7,79.5,6.4,4.6,27.2,24.1,22.3,46.0,43.4,8.8,25.9,79.7,48.3,3.0,4.1,26.2,44.0,38.9,2.9,48.1,5.5,2.2,0,16.4
1.2,49.4,14.3,77.3,6.4,4.3,26.1,23.1,21.3,46.3,42.9,8.9,26.0,80.0,47.7,3.5,4.2,26.2,43.0,40.8,2.7,48.4,5.5,2.2,0,16.8
1.1,45.5,11.8,84.3,6.3,4.3,23.5,19.7,18.1,42.8,39.9,7.1,23.2,83.2,52.0,2.2,2.4,23.2,45.5,33.5,1.7,49.0,4.2,1.3,0,14.7
1.1,51.0,16.9,64.3,5.3,3.6,30.7,29.2,26.8,51.3,50.0,12.5,32.0,71.5,40.0,6.1,8.2,31.7,38.9,49.1,4.5,45.9,8.0,4.1,0,19.4
1.1,47.5,13.4,73.9,5.6,3.8,24.2,21.6,19.6,45.4,42.3,8.5,24.7,79.8,46.7,3.5,3.8,25.9,42.8,42.0,2.3,49.0,5.0,2.1,0,16.1
1.2,47.2,13.5,78.8,6.6,4.4,25.6,22.5,20.5,47.7,44.4,9.4,27.4,79.1,48.5,3.4,4.2,26.6,44.3,37.8,3.0,48.3,6.0,2.2,0,18.9
0.0,27.1,4.2,77.1,4.2,2.1,14.6,14.6,12.5,47.9,39.6,6.2,27.1,70.8,47.9,0.0,0.0,18.8,43.8,16.7,0.0,39.6,4.2,0.0,0,18.8
1.3,51.5,16.3,60.0,5.0,3.0,28.4,27.8,25.1,53.0,51.4,13.8,34.0,72.7,40.9,6.8,8.9,32.9,40.0,54.2,4.9,47.4,9.2,5.0,0,19.0
1.3,50.0,15.3,61.9,5.2,3.2,27.9,26.4,24.1,52.1,52.3,13.8,34.7,73.8,41.8,6.0,8.0,33.2,40.6,51.9,4.2,47.5,8.5,4.5,0,19.7
1.1,47.1,13.4,77.9,6.1,4.5,28.0,24.9,23.3,46.7,43.8,9.7,26.5,77.9,48.3,3.5,4.5,26.8,44.3,39.1,3.2,47.4,5.8,2.8,0,16.5
1.2,48.7,14.1,80.5,6.6,4.4,25.2,22.0,20.3,44.9,42.1,8.6,25.3,82.0,49.2,2.8,3.1,24.9,44.3,37.9,2.5,47.8,5.3,2.1,0,15.9
1.2,44.9,12.6,75.1,6.5,4.1,25.1,22.7,20.6,49.9,48.0,11.3,31.0,77.9,48.2,3.5,4.7,28.5,45.6,39.5,2.9,46.8,6.9,2.6,0,20.2
0.8,49.9,14.8,70.8,4.9,3.5,28.1,26.1,24.1,46.2,44.7,9.4,26.9,75.6,41.5,3.5,5.3,27.3,40.0,43.9,3.3,43.1,6.0,3.1,0,17.0
1.2,47.5,12.4,81.9,5.7,3.7,23.1,19.4,17.9,41.7,38.0,6.6,21.4,84.3,52.3,2.0,2.1,21.6,44.7,37.1,1.7,48.4,3.9,1.4,0,13.3
1.6,50.4,16.3,61.0,5.5,3.6,29.5,28.1,25.9,52.9,54.1,15.0,35.8,74.3,41.9,6.8,8.6,34.8,42.5,53.7,5.1,46.1,9.1,5.1,0,19.2
0.0,18.2,0.0,63.6,0.0,0.0,9.1,0.0,0.0,9.1,18.2,0.0,0.0,63.6,27.3,0.0,0.0,0.0,27.3,9.1,0.0,27.3,0.0,0.0,0,0.0
0.0,21.4,0.0,64.3,0.0,0.0,7.1,7.1,7.1,21.4,28.6,0.0,7.1,64.3,21.4,0.0,0.0,14.3,21.4,10.5,0.0,21.4,0.0,0.0,0,7.1
0.0,42.0,9.9,75.9,4.3,2.8,24.1,20.4,18.8,43.2,44.4,8.6,26.5,76.5,43.2,1.2,2.5,25.9,42.0,34.6,1.2,42.0,3.7,1.2,0,16.0
1.4,48.0,14.8,73.8,6.7,4.4,27.4,25.1,23.2,49.7,49.7,12.1,31.8,77.8,45.1,4.8,5.5,30.8,44.5,43.4,3.6,47.0,7.5,3.3,0,19.8
1.4,47.9,14.3,78.7,6.7,4.3,25.9,23.4,21.5,48.6,47.9,10.9,30.3,79.1,46.5,3.4,4.1,29.0,44.1,39.0,3.0,45.9,6.6,2.7,0,19.4
1.0,46.4,15.0,74.9,6.8,5.3,31.3,29.8,28.3,49.9,49.6,12.8,33.1,71.4,42.1,4.3,7.3,30.3,42.4,39.0,5.3,43.4,7.8,3.3,0,22.3
1.7,46.6,14.5,77.9,7.5,4.9,26.9,24.8,22.8,51.4,48.2,11.5,31.5,78.7,47.4,4.0,5.4,29.2,46.1,39.9,3.6,48.8,7.8,3.1,0,21.5
1.3,43.2,11.2,82.5,6.5,4.7,25.4,21.4,19.5,43.8,41.6,8.3,25.5,81.3,51.9,2.7,3.0,24.8,48.0,34.6,2.5,49.9,4.8,1.8,0,15.6
1.5,40.2,11.0,79.7,7.7,4.7,23.8,21.1,19.3,51.2,47.5,10.7,31.6,79.2,52.3,2.8,3.5,27.3,49.9,35.1,2.6,49.0,7.0,2.3,0,21.9
1.3,42.4,11.0,83.8,6.6,4.0,22.3,18.9,17.2,44.7,40.5,7.3,24.2,83.2,52.6,2.3,2.3,23.1,48.7,33.9,1.6,50.3,4.5,1.3,0,16.1
1.0,45.2,11.2,82.3,5.7,3.8,23.1,19.7,17.8,40.9,38.1,6.6,21.4,84.1,53.1,2.1,2.2,22.4,47.0,36.1,1.9,48.2,3.7,1.3,0,12.1
1.3,44.5,12.4,81.8,6.8,4.5,24.0,21.0,19.3,45.5,41.7,8.1,24.8,82.0,51.6,2.7,3.4,24.3,47.9,36.3,2.6,49.8,5.4,1.9,0,16.6
1.4,47.2,14.1,79.6,7.6,4.8,26.1,23.9,21.9,49.1,47.7,10.9,30.5,79.9,47.7,3.5,4.2,28.5,45.9,38.1,3.0,47.7,6.6,2.5,0,20.5
1.4,44.9,12.5,83.5,7.0,4.7,24.7,21.8,19.8,45.3,42.2,8.3,25.3,82.9,53.5,2.8,3.2,24.7,48.7,35.8,2.4,49.9,5.1,1.8,0,16.4
1.1,43.3,10.0,86.4,6.2,4.4,22.8,19.4,18.0,40.0,36.0,5.8,19.4,86.0,57.1,1.8,1.7,20.5,49.4,33.3,1.4,50.8,3.2,1.2,0,11.3
0.9,43.9,10.4,83.4,7.5,5.8,22.5,19.1,17.4,37.6,36.1,4.9,18.1,83.2,50.1,2.2,1.7,21.3,46.0,30.3,1.3,44.7,2.8,1.1,0,14.4
0.0,28.0,2.0,78.0,2.0,0.0,10.0,8.0,6.0,26.0,22.0,0.0,8.0,84.0,38.0,0.0,0.0,12.0,46.0,22.0,0.0,40.0,0.0,0.0,0,4.0
0.0,32.3,3.2,71.0,0.0,0.0,9.7,9.7,6.5,29.0,29.0,0.0,9.7,74.2,29.0,0.0,0.0,12.9,32.3,22.6,0.0,32.3,0.0,0.0,0,6.5
1.4,44.1,13.2,77.3,7.3,4.4,26.6,23.9,21.9,52.8,50.7,12.6,34.2,77.9,50.0,3.7,4.6,30.2,47.5,39.3,3.6,46.8,7.7,2.9,0,21.5
1.4,43.9,10.8,84.6,6.2,4.3,23.4,18.9,17.4,41.0,37.7,6.2,20.8,85.3,56.1,2.4,2.3,21.8,48.8,35.3,1.7,48.8,3.8,1.4,0,12.3
1.2,45.1,11.9,80.0,6.0,3.6,23.1,19.8,18.1,44.1,40.3,7.6,23.4,83.1,52.4,2.8,3.0,23.4,47.5,38.8,2.1,47.5,4.6,1.6,0,14.1
1.1,43.3,10.1,83.9,5.7,4.0,22.7,18.3,16.6,40.1,36.6,6.0,20.2,84.9,55.6,2.1,1.9,21.0,48.5,35.3,1.4,49.8,3.3,0.9,0,11.5
1.3,42.6,10.5,84.9,6.7,4.6,23.2,19.2,17.7,42.3,38.1,6.3,21.4,84.9,56.3,2.2,2.1,21.8,50.1,34.3,1.6,50.2,3.7,1.3,0,13.4
1.2,44.9,12.0,76.3,5.1,3.1,22.5,19.0,17.5,44.0,41.6,8.6,24.9,83.6,53.1,2.8,3.3,24.6,47.8,42.6,2.1,48.5,4.9,2.1,0,13.6
0.8,45.3,11.9,76.6,4.8,2.9,22.8,19.3,18.0,43.2,41.7,8.2,24.9,81.6,50.2,2.3,2.7,24.7,44.7,40.2,1.7,45.1,4.6,1.5,0,14.0
1.3,38.9,8.0,88.1,6.4,4.1,19.6,14.8,13.6,36.8,32.9,4.4,16.9,89.5,65.3,1.8,1.1,18.4,54.4,31.4,1.0,50.8,2.6,0.7,0,9.0
1.3,44.2,10.8,82.3,6.2,3.9,22.8,19.2,17.4,40.9,38.6,6.7,21.5,84.8,55.2,2.3,2.1,22.5,48.1,37.4,1.7,49.6,3.8,1.3,0,11.3
1.2,44.7,10.9,83.1,5.9,4.2,22.7,19.2,17.4,39.7,36.8,5.8,20.0,84.3,54.3,2.3,2.0,21.3,46.6,34.6,1.4,48.6,3.2,1.1,0,10.8
0.0,28.6,0.0,57.1,0.0,0.0,14.3,14.3,14.3,28.6,24.8,0.0,7.1,57.1,14.3,0.0,0.0,7.1,14.3,14.3,0.0,21.4,0.0,0.0,0,7.1
0.0,25.0,0.0,75.0,0.0,0.0,8.3,4.2,4.2,20.8,16.7,0.0,4.2,75.0,33.3,0.0,0.0,8.3,33.3,16.7,0.0,29.2,0.0,0.0,0,0.0
0.7,40.7,9.5,79.9,5.1,2.9,20.9,17.9,16.5,37.4,33.3,4.8,17.6,83.2,48.4,1.1,1.8,19.4,46.5,34.4,0.7,45.4,2.6,0.7,0,11.7
0.8,43.3,10.5,81.3,5.4,3.4,21.2,17.7,16.5,39.3,34.5,5.3,18.3,84.3,53.4,1.6,2.2,19.4,47.0,36.1,1.2,47.0,3.0,1.4,0,12.1
1.2,48.2,13.3,80.3,5.8,4.1,24.9,21.2,19.8,43.4,37.9,7.3,21.4,82.9,49.0,2.3,3.4,23.0,44.6,38.3,2.4,46.8,4.8,2.1,0,15.3
0.0,38.7,7.2,82.0,4.5,2.7,14.4,10.8,9.9,29.7,28.8,1.8,11.7,84.7,49.5,0.0,0.0,16.2,43.2,27.0,0.0,42.3,0.0,0.0,0,10.8
1.7,37.7,6.5,84.0,5.6,4.3,21.6,17.7,16.0,35.9,32.0,3.5,13.4,84.4,47.6,0.4,0.9,17.7,48.5,28.1,0.9,44.6,1.7,0.9,0,10.0
0.0,34.7,4.1,73.5,2.0,0.0,14.3,10.2,8.2,22.4,22.4,0.0,8.2,83.7,36.7,0.0,0.0,10.2,38.8,28.6,0.0,38.8,0.0,0.0,0,4.1
0.7,41.8,10.1,80.4,6.9,4.2,22.2,20.3,18.5,42.8,35.9,5.6,19.6,82.0,42.8,1.6,2.0,20.3,46.1,31.4,1.6,42.2,3.6,1.0,0,13.4
0.0,35.7,6.0,82.7,5.4,5.4,15.8,11.9,11.3,31.5,29.8,1.8,11.9,85.1,50.0,0.6,0.6,17.3,49.4,26.2,0.0,41.7,1.2,0.0,0,7.1
0.5,36.6,6.3,83.2,5.8,3.7,17.3,14.7,13.1,34.0,29.3,2.6,12.6,84.8,48.7,0.5,0.5,16.2,48.2,27.2,0.5,44.0,1.0,0.0,0,8.9
