underweight,overweight,severe_overweight,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,weekly_athletes,visual_restriction,motor_restriction,socially_lonely,normal_weight,complies_with_alcohol_directive,severely_restricted-due_to_health,comply_with_exercise_guideline,high-risk_anxiety_depression,hearing_restriction,big_small,smoker_p
1.2,46.7,12.7,79.2,5.4,3.3,22.9,20.8,19.3,38.8,36.0,6.0,19.3,83.5,48.1,2.2,2.9,20.8,45.9,43.2,1.9,47.4,4.4,1.7,0,13.2
1.4,52.1,18.4,60.3,4.6,2.6,30.4,29.9,27.5,51.8,53.7,14.9,35.5,71.1,35.7,6.8,9.9,34.9,39.3,55.0,5.5,42.4,10.5,5.4,0,21.9
1.4,51.0,15.9,72.1,5.3,3.4,27.5,26.1,24.5,43.8,42.8,9.2,24.7,78.4,42.2,4.3,6.3,26.3,42.0,47.8,3.6,45.6,6.3,3.3,0,16.5
1.0,50.9,14.7,70.5,4.3,3.2,26.8,25.2,23.7,43.7,42.2,9.1,24.6,77.2,41.2,3.6,6.1,25.7,40.2,47.4,3.6,44.4,6.4,3.3,0,15.5
0.4,43.5,10.3,77.1,4.2,2.7,21.0,19.5,17.6,38.2,37.0,6.9,20.6,80.2,46.6,1.9,2.3,21.4,43.5,37.4,1.9,42.0,4.2,1.1,0,13.4
1.3,48.9,13.7,77.8,5.4,3.4,24.0,21.1,19.6,37.9,36.2,6.1,19.4,83.0,47.8,2.8,3.3,21.4,44.0,43.8,2.1,46.6,4.0,1.9,0,12.5
0.0,44.5,10.4,75.8,3.3,1.6,20.3,18.1,17.0,33.5,32.4,4.4,15.9,80.2,44.5,1.1,1.6,18.1,40.1,39.0,1.1,44.0,2.2,0.5,0,11.0
0.0,44.6,10.3,79.3,4.3,2.2,18.5,16.3,14.7,34.2,32.1,4.3,16.3,81.0,45.7,0.5,1.1,17.9,40.2,35.3,0.5,42.9,1.6,0.5,0,10.3
0.0,28.6,2.9,65.7,0.0,0.0,8.6,8.6,8.6,20.0,20.0,0.0,5.7,77.1,22.9,0.0,0.0,11.4,37.1,40.0,0.0,31.4,0.0,0.0,0,5.7
0.0,40.7,9.3,66.7,1.9,0.0,22.2,20.4,20.4,35.2,33.3,3.7,16.7,68.5,31.5,0.0,1.9,18.5,31.5,35.2,0.0,33.3,1.9,0.0,0,11.1
0.0,35.9,5.1,69.2,0.0,0.0,11.5,10.3,7.7,25.6,23.1,0.0,7.7,76.9,33.3,0.0,0.0,10.3,33.3,33.3,0.0,34.6,0.0,0.0,0,5.1
2.9,51.5,16.1,84.0,8.1,5.4,25.2,22.5,21.1,46.1,40.7,9.6,23.8,88.8,55.1,3.6,4.3,25.3,52.4,47.8,3.1,52.0,6.7,3.5,0,17.5
9.5,76.2,33.3,95.2,23.8,19.0,47.6,42.9,38.1,61.9,66.7,28.6,47.6,95.2,66.7,14.3,14.3,52.4,61.9,57.1,14.3,66.7,19.0,14.3,0,42.9
2.6,55.6,17.6,84.3,8.6,6.1,28.2,25.2,23.8,46.0,44.0,10.7,26.2,87.0,53.5,4.2,4.9,27.9,48.7,46.8,3.7,51.4,6.6,3.8,0,18.9
5.9,60.0,21.2,90.6,11.8,8.2,29.4,25.9,24.7,50.6,45.9,12.9,28.2,94.1,63.5,5.9,5.9,29.4,58.8,52.9,5.9,62.4,9.4,5.9,0,22.4
4.1,56.2,18.9,89.4,11.1,7.8,30.9,27.2,25.3,47.9,43.8,10.8,25.8,90.8,58.1,5.1,5.5,28.1,54.4,47.9,4.6,56.7,7.8,4.6,0,20.3
3.4,54.5,17.3,84.4,8.5,5.9,27.3,23.9,22.6,44.6,40.8,9.4,23.7,89.6,55.2,4.7,4.9,25.4,52.4,53.1,3.6,55.7,6.8,3.6,0,17.3
4.0,63.0,26.2,70.1,8.8,6.4,38.3,36.9,34.9,55.8,56.4,18.0,37.2,79.3,41.8,10.7,14.3,39.3,45.4,62.2,8.5,51.2,12.8,8.5,0,28.4
3.8,55.6,18.8,88.0,11.1,7.7,29.5,26.5,24.8,47.4,44.9,11.5,27.4,91.0,57.7,5.1,5.6,28.2,54.3,49.1,4.3,55.1,8.1,4.7,0,20.5
3.3,57.8,20.8,80.2,8.6,6.5,32.6,30.6,28.7,49.1,47.1,12.7,29.7,84.4,48.1,5.8,8.2,30.6,48.3,54.5,5.5,52.6,8.8,5.0,0,21.3
3.8,57.9,21.2,81.2,10.2,7.5,34.0,32.0,30.2,52.5,54.2,16.0,35.8,83.0,50.5,7.0,8.8,34.5,49.2,51.5,6.8,51.7,11.2,6.2,0,26.2
4.2,60.8,21.7,89.2,12.5,9.2,34.2,30.8,30.0,51.7,49.2,14.2,30.8,90.8,58.3,7.5,8.3,34.2,54.2,52.5,6.7,58.3,10.0,6.7,0,23.3
3.2,56.8,21.3,77.8,8.7,6.0,32.6,30.6,29.1,51.5,49.3,13.9,32.1,83.2,48.8,6.0,9.1,31.5,48.2,53.4,6.0,50.9,10.2,5.7,0,23.0
4.2,58.9,21.4,88.1,11.3,8.3,31.5,28.0,26.2,49.4,48.2,13.7,31.0,89.9,54.8,6.0,6.5,31.0,54.2,50.3,5.4,55.4,9.2,6.0,0,23.8
3.6,58.2,22.3,74.6,8.8,5.9,34.4,32.8,30.9,54.6,53.4,15.9,35.4,82.2,47.2,8.6,11.2,35.2,49.2,57.7,7.1,51.3,11.9,6.7,0,26.8
3.0,56.6,21.1,73.8,8.5,5.6,33.2,32.2,30.0,54.1,52.9,16.2,35.9,80.6,46.0,7.8,10.5,34.9,47.1,55.0,6.9,50.1,12.1,6.8,0,25.4
3.3,58.0,21.9,75.9,9.0,6.4,34.4,33.7,31.7,53.4,52.3,15.4,34.6,81.5,46.8,7.6,10.7,34.3,47.4,55.3,7.5,51.1,11.8,6.6,0,25.8
5.4,60.2,22.6,92.5,14.0,11.8,35.5,31.2,30.1,54.8,52.2,15.1,35.5,90.3,61.3,6.5,7.5,33.3,57.0,50.5,6.5,58.1,10.8,6.5,0,26.9
2.8,52.4,17.0,84.0,8.3,5.8,27.5,25.3,23.9,44.7,41.4,9.1,24.3,87.5,54.3,4.1,5.0,25.6,51.6,49.5,3.7,53.7,6.9,3.4,0,17.5
3.4,58.4,23.8,66.3,7.7,5.3,36.1,35.6,33.3,58.7,60.2,20.4,42.0,76.5,42.4,10.4,14.0,40.8,45.7,61.7,8.7,49.5,14.7,8.7,0,27.5
3.0,56.0,19.8,76.8,8.0,5.8,32.1,30.6,29.0,49.6,47.9,12.8,29.7,82.4,47.9,6.7,9.0,30.9,47.2,53.7,5.8,51.0,9.2,5.4,0,20.7
3.0,58.0,20.5,76.6,7.9,6.1,32.9,31.5,29.7,50.8,49.1,13.6,31.2,82.8,48.3,6.8,9.7,32.1,47.4,54.9,6.5,52.0,10.2,6.2,0,21.2
3.8,54.6,18.3,85.9,10.3,8.0,30.9,28.6,26.7,49.4,48.5,14.1,30.9,88.2,58.4,6.1,6.5,31.5,54.8,49.2,6.1,54.2,9.5,5.0,0,22.1
2.9,54.2,17.5,82.3,8.1,5.8,28.6,25.4,24.0,43.8,41.4,9.0,24.0,86.6,53.6,4.7,5.5,25.9,49.5,49.5,3.8,52.4,6.4,3.6,0,16.3
3.8,58.2,20.3,86.3,10.4,8.2,32.4,29.7,28.0,47.3,45.6,11.5,27.5,90.1,58.2,6.0,7.1,30.2,53.8,52.7,5.5,58.2,8.2,5.5,0,20.6
3.8,58.7,20.7,89.7,11.4,8.2,30.4,27.2,25.5,48.4,45.7,11.4,27.7,90.8,59.8,5.4,5.4,29.9,53.3,48.4,4.9,57.1,7.6,4.9,0,20.7
8.6,60.0,20.0,91.4,17.1,14.3,34.3,34.3,31.4,51.4,51.4,14.3,28.6,97.1,54.3,8.6,8.6,37.1,68.6,71.4,8.6,65.7,11.4,8.6,0,24.4
5.6,66.7,27.8,87.0,14.8,13.0,44.4,42.6,40.7,59.3,57.4,20.4,38.9,88.9,55.6,10.2,14.8,42.6,57.4,59.3,13.0,61.1,14.8,9.3,0,31.5
7.7,66.7,25.6,92.3,15.4,10.3,38.5,35.9,33.3,56.4,51.3,15.4,32.1,97.4,64.1,7.7,10.3,35.9,61.5,61.5,7.7,64.1,12.8,7.7,0,25.6
2.0,48.9,14.4,82.1,8.5,6.5,27.8,25.0,23.2,46.4,44.2,9.8,26.0,84.5,57.1,4.2,4.9,26.9,50.5,39.2,3.5,55.5,6.2,3.7,0,15.5
2.0,48.1,14.7,83.7,9.1,6.9,26.3,23.1,21.4,47.7,46.1,9.7,28.0,85.5,57.5,3.6,4.0,27.5,50.8,37.7,3.2,55.6,6.3,3.3,0,15.4
1.9,46.0,12.0,89.1,9.1,8.1,25.6,21.2,20.0,41.4,39.3,6.4,21.9,88.2,63.9,2.8,2.7,23.2,53.2,32.6,2.6,56.5,4.3,2.0,0,11.8
2.0,47.5,13.5,85.1,8.7,6.7,26.5,22.7,21.0,44.9,43.0,8.8,25.0,86.3,58.9,3.4,3.7,25.8,51.5,37.5,2.9,54.7,5.5,2.6,0,14.3
2.0,45.7,11.8,87.2,8.5,6.7,25.4,21.7,20.1,43.8,40.8,7.5,23.0,87.2,61.5,2.9,2.8,23.4,52.8,35.4,2.8,55.6,5.1,2.3,0,13.3
2.0,45.8,11.7,87.3,8.3,6.5,26.0,21.9,20.2,43.2,41.1,8.5,23.1,87.5,60.7,2.8,3.0,24.4,52.9,36.0,2.7,56.0,4.8,2.3,0,12.9
2.2,44.0,10.9,87.0,8.6,6.4,24.3,20.4,18.7,41.6,39.5,7.0,21.6,88.4,63.8,3.0,2.7,23.2,54.6,35.2,2.2,56.7,4.5,1.9,0,11.6
2.1,43.1,10.7,87.0,9.0,6.6,23.5,19.7,18.3,43.4,40.3,7.3,22.9,88.5,65.4,3.1,2.7,23.2,55.9,33.4,2.3,57.7,4.9,1.9,0,12.5
1.9,44.8,11.2,87.1,8.8,6.8,24.7,21.4,19.9,43.5,41.8,8.3,24.0,87.5,62.9,3.1,3.0,24.3,54.9,34.3,2.7,57.2,4.9,2.3,0,13.2
1.7,42.5,10.1,87.7,7.9,5.9,21.6,18.7,17.1,44.0,38.8,7.2,22.5,89.4,64.6,2.2,2.3,21.3,57.8,32.7,2.1,55.9,4.9,2.1,0,12.1
1.7,49.4,14.9,82.4,8.8,6.9,28.6,25.9,24.2,50.7,45.5,10.9,28.7,83.5,53.9,3.3,4.5,26.9,51.0,37.8,4.0,51.7,7.5,4.0,0,18.8
1.9,43.9,10.8,87.6,9.5,6.2,22.0,18.6,17.3,48.3,40.2,8.4,24.7,88.8,63.4,2.3,2.5,22.7,56.6,30.5,2.1,55.0,6.0,2.4,0,19.4
2.2,45.5,12.5,87.2,11.1,9.1,24.7,22.1,20.4,47.9,43.2,8.5,24.7,86.9,56.6,3.2,2.9,26.5,50.2,31.4,3.1,54.5,5.5,3.1,0,19.0
1.8,43.6,10.8,89.4,9.7,8.3,26.6,23.7,22.0,40.4,41.0,8.2,23.6,86.4,61.5,2.9,2.9,25.1,52.4,30.3,2.8,57.6,4.4,2.4,0,13.0
2.1,44.1,11.2,89.3,11.2,9.1,23.6,20.1,18.7,42.5,39.5,7.7,21.7,88.7,59.8,2.8,2.4,24.1,53.7,29.8,2.3,55.9,4.3,2.2,0,15.0
2.0,50.2,14.9,82.9,8.8,6.9,29.6,25.6,23.9,46.6,45.0,11.0,26.9,83.6,53.4,4.0,4.8,27.9,48.6,39.1,3.6,53.2,6.5,3.2,0,17.6
2.0,45.5,12.1,86.0,9.0,6.4,26.7,22.8,21.2,45.0,42.8,8.8,25.4,86.2,59.4,3.3,3.5,25.7,53.4,35.8,3.0,54.3,5.6,2.6,0,15.0
2.0,48.6,13.7,84.4,8.9,6.5,27.8,24.0,22.5,46.4,44.7,9.6,26.9,85.0,56.0,3.6,4.0,26.6,50.0,37.6,3.2,53.7,6.3,2.8,0,16.9
2.3,36.9,7.1,92.2,9.2,7.3,21.8,17.2,16.3,35.5,32.7,4.5,16.0,92.0,71.3,2.1,1.4,19.3,61.4,28.3,1.6,59.1,2.6,1.1,0,9.7
2.1,46.1,13.5,84.4,8.9,6.6,25.8,23.0,21.4,47.4,44.4,9.2,26.6,85.4,55.3,3.5,3.7,26.3,51.2,37.8,3.2,53.5,6.5,2.6,0,16.9
2.1,47.5,13.9,80.6,8.3,6.2,28.9,25.7,24.3,47.9,46.1,10.0,28.3,83.0,53.1,4.8,5.7,27.7,49.3,42.0,4.1,53.4,6.8,3.5,0,16.8
1.7,52.3,13.9,86.3,13.6,8.9,33.4,26.0,25.0,40.0,43.1,8.8,23.7,84.3,48.7,4.0,3.8,28.2,45.5,32.7,3.0,51.4,4.7,2.7,0,20.2
2.0,45.9,12.3,86.6,8.7,6.7,25.1,21.3,19.9,44.9,41.1,8.0,23.9,86.9,59.5,3.2,2.9,23.7,52.0,35.4,2.6,55.3,5.2,2.2,0,15.7
1.9,44.3,10.8,88.6,9.4,7.6,27.5,23.0,21.7,41.0,39.9,7.2,22.1,86.8,62.3,3.2,2.9,24.0,53.2,33.5,3.2,56.5,4.2,2.1,0,11.8
2.0,47.8,14.5,81.5,8.8,6.1,27.3,24.1,22.3,49.1,44.9,10.0,28.0,84.2,52.9,4.3,5.3,26.3,49.6,40.0,3.6,52.0,6.9,3.3,0,18.5
2.0,46.4,12.9,82.5,8.2,5.7,25.2,22.0,20.7,47.4,44.1,10.0,26.8,85.8,56.9,3.7,4.0,25.8,51.5,39.2,2.8,55.3,6.1,2.5,0,16.5
2.4,52.2,17.8,67.1,8.2,6.1,34.0,32.9,31.6,57.3,55.2,16.7,37.1,75.5,45.1,6.9,10.1,36.0,45.8,52.5,6.8,51.2,12.0,6.3,0,23.5
1.4,51.5,15.0,88.6,10.7,8.4,28.2,21.7,20.9,41.8,47.1,9.8,26.5,84.9,54.5,4.7,2.9,29.9,47.9,31.1,2.9,52.1,4.9,3.0,0,20.1
2.6,41.3,8.0,89.0,10.9,7.0,21.2,17.2,15.9,42.7,34.3,5.4,19.1,90.6,69.1,2.7,1.6,19.5,56.8,28.8,1.7,56.2,4.5,1.3,0,12.2
2.6,39.7,9.0,87.6,10.7,7.5,23.6,19.9,19.1,42.9,39.7,5.6,22.9,90.7,62.2,2.4,1.6,21.8,58.9,30.7,1.6,54.0,3.8,1.6,0,12.4
2.2,38.1,8.2,90.8,9.2,7.1,22.5,18.2,16.4,39.0,34.5,5.5,18.7,90.6,70.1,2.4,1.4,20.5,57.8,30.8,2.0,60.1,3.4,1.2,0,9.9
2.0,45.8,13.0,81.9,8.3,6.3,28.6,26.1,24.6,46.8,44.4,10.0,27.1,83.7,57.5,4.0,5.6,27.1,50.8,39.4,4.6,54.3,7.2,3.6,0,15.4
2.0,45.8,12.7,86.5,8.9,6.7,25.3,22.4,20.9,47.6,43.8,8.9,26.8,86.2,57.1,3.1,3.2,24.7,50.9,35.5,2.8,54.2,5.8,2.8,0,17.0
2.1,40.6,10.0,89.1,9.3,6.6,23.8,20.1,18.7,43.1,39.4,7.1,22.4,88.4,65.2,2.7,2.8,22.4,56.8,32.9,2.4,57.9,4.7,1.9,0,13.5
1.9,49.0,14.8,81.7,8.3,6.4,27.6,24.7,23.1,46.7,45.0,9.7,26.2,84.1,54.4,4.2,4.8,27.5,49.0,40.6,3.5,54.2,6.1,3.0,0,16.8
2.3,43.8,12.1,86.1,9.7,7.0,26.5,23.4,21.8,48.4,46.2,10.4,29.1,84.9,58.2,3.6,3.9,27.1,52.9,35.4,3.4,54.2,6.9,2.8,0,18.0
2.2,39.2,8.7,89.9,10.1,7.4,22.9,19.1,17.7,40.2,36.3,5.8,19.8,90.1,64.3,3.0,1.9,21.3,58.0,30.0,1.8,56.9,4.1,1.6,0,11.4
1.9,41.6,9.2,90.6,8.6,6.9,22.3,18.2,16.9,38.6,35.1,5.5,18.8,90.7,64.5,2.5,1.7,20.8,56.1,29.7,1.7,56.9,3.4,1.5,0,10.4
2.0,46.0,12.7,85.0,10.1,7.7,26.9,24.0,22.8,43.3,41.0,7.7,22.8,86.2,53.8,3.8,3.5,26.8,51.6,35.8,2.9,53.6,4.6,2.3,0,14.1
2.1,44.6,11.9,86.3,8.9,6.9,26.5,23.0,21.4,44.6,41.5,8.8,24.2,86.5,58.4,3.7,3.6,25.4,52.8,34.7,3.2,55.5,5.2,2.5,0,15.4
2.1,47.5,13.8,82.8,9.0,6.4,28.8,25.5,23.7,48.9,46.1,11.0,28.4,83.6,54.8,3.8,4.8,28.5,50.4,38.4,4.0,53.9,7.0,3.8,0,18.0
2.6,44.5,12.1,82.8,9.0,7.3,28.8,25.6,24.7,46.1,45.6,11.2,27.8,83.8,57.8,4.0,4.6,28.5,52.7,38.8,4.0,55.0,6.4,3.4,0,15.6
2.1,42.9,10.2,87.5,11.0,9.0,23.5,20.1,18.7,45.2,43.1,7.6,25.8,88.4,57.2,5.2,2.7,28.1,54.5,30.9,2.2,59.5,4.1,2.3,0,16.0
1.5,49.3,14.2,88.7,9.4,8.4,31.4,26.7,25.2,43.1,41.3,7.1,21.1,84.9,53.5,3.2,3.5,24.1,49.2,34.6,2.9,54.6,4.7,2.3,0,15.1
2.0,46.2,11.2,87.1,10.6,8.9,27.0,23.3,21.9,41.1,41.3,7.8,21.4,86.8,52.9,3.1,2.8,26.8,51.5,33.7,2.8,54.2,3.8,2.3,0,14.7
1.1,44.6,12.1,79.6,6.3,4.5,24.9,21.6,20.0,42.5,40.4,7.8,23.2,82.2,51.7,2.9,3.4,23.9,46.3,35.0,2.2,51.7,4.6,2.0,0,13.2
1.2,44.0,11.9,81.7,7.2,4.5,23.3,19.9,18.2,44.4,42.4,8.3,25.3,83.5,53.1,2.5,2.9,25.0,47.7,33.8,2.3,52.0,4.8,2.1,0,14.4
0.8,41.5,9.1,86.5,6.6,5.3,21.9,17.7,16.4,37.7,34.9,5.0,18.8,85.7,59.6,1.5,1.5,19.9,49.3,28.2,1.5,52.2,2.8,1.2,0,10.3
1.3,43.8,11.2,83.4,7.1,5.0,24.0,19.6,18.6,42.0,39.6,7.4,22.7,84.5,55.0,2.5,2.7,23.3,48.9,33.8,2.0,52.1,4.3,1.8,0,12.6
1.1,41.6,9.4,84.9,6.2,4.4,21.8,17.9,16.7,39.6,36.2,5.2,19.5,84.5,56.3,1.6,1.6,19.7,49.0,30.2,1.6,51.9,3.4,1.2,0,10.9
1.3,42.3,9.7,85.7,6.8,4.9,23.6,19.2,17.8,40.5,37.9,6.3,20.8,85.6,56.9,1.9,2.0,21.7,50.2,32.5,1.8,53.6,3.6,1.5,0,11.0
1.3,40.7,8.7,85.5,6.9,4.7,22.0,17.6,16.1,38.6,36.2,5.4,19.0,86.5,60.3,2.0,1.8,20.5,51.3,30.9,1.4,53.5,3.3,1.2,0,10.1
1.3,39.8,8.7,85.4,7.2,4.8,21.1,16.7,15.6,40.5,37.1,5.7,20.6,86.8,61.3,2.1,1.8,20.6,52.2,29.7,1.4,53.9,3.6,1.2,0,11.1
1.1,41.0,9.2,85.0,6.8,4.9,22.1,18.5,17.1,40.0,38.1,6.6,21.4,85.3,58.5,2.0,1.9,21.4,50.7,30.6,1.7,53.0,3.6,1.2,0,11.9
0.9,38.8,8.0,85.6,5.8,3.7,19.2,15.9,14.2,40.6,35.0,5.4,19.9,87.2,60.1,1.3,1.4,18.8,53.0,29.5,1.3,52.1,3.6,1.1,0,10.7
0.4,43.5,11.4,78.0,5.5,3.5,23.6,20.1,18.9,44.5,40.2,7.1,23.2,79.1,46.9,1.2,2.0,21.3,43.3,32.5,2.0,46.1,4.3,1.2,0,15.0
0.4,37.8,7.8,83.7,6.0,3.2,17.3,14.1,12.4,42.8,35.0,5.3,20.5,85.2,56.9,0.7,0.7,17.8,49.1,25.1,0.7,47.7,3.2,0.7,0,13.1
0.0,36.6,6.9,81.2,5.9,3.0,16.8,14.9,12.9,36.6,33.7,4.0,16.8,79.2,46.5,0.0,0.0,17.8,42.6,22.8,0.0,43.6,2.0,0.0,0,11.9
0.0,27.3,0.0,74.9,0.0,0.0,9.1,9.1,9.1,22.7,22.7,0.0,9.1,72.7,40.9,0.0,0.0,9.1,36.4,13.6,0.0,36.4,0.0,0.0,0,0.0
1.0,40.3,8.6,86.6,8.6,6.0,20.5,16.9,15.5,38.2,35.5,5.7,18.8,86.1,56.1,1.5,1.4,20.8,49.9,25.8,1.2,52.0,2.8,1.0,0,12.4
1.1,46.9,12.6,80.6,6.9,4.9,26.7,22.4,20.8,43.3,41.5,8.1,23.9,81.0,49.0,2.7,3.5,24.9,45.0,34.8,2.6,49.7,4.9,2.1,0,15.3
1.2,41.9,9.9,84.1,6.8,4.6,24.0,19.7,18.5,41.9,39.8,7.1,22.7,84.1,55.5,2.3,2.4,22.9,50.2,31.7,1.9,51.0,4.1,1.6,0,12.9
1.1,45.1,11.4,82.2,6.6,4.6,24.5,20.5,19.1,43.1,40.8,7.8,23.7,82.4,52.0,2.3,2.8,23.4,46.2,33.6,2.1,50.0,4.6,1.7,0,14.5
0.0,21.4,0.0,82.1,0.0,0.0,7.1,3.6,3.6,17.9,17.9,0.0,3.6,82.1,53.6,0.0,0.0,7.1,42.9,14.3,0.0,39.3,0.0,0.0,0,0.0
1.0,42.9,10.8,81.8,6.6,4.4,23.1,19.6,18.2,43.9,40.4,7.3,23.4,82.9,50.4,2.2,2.3,23.3,47.9,33.5,2.0,49.9,4.7,1.5,0,14.3
1.0,44.6,11.4,78.2,6.2,4.2,26.1,22.4,21.0,44.3,42.3,8.7,25.2,80.5,49.4,3.3,4.2,24.7,46.6,37.9,2.8,49.7,5.2,2.2,0,14.5
0.0,34.5,3.4,72.4,3.4,0.0,17.2,10.3,10.3,24.1,27.6,0.0,10.3,69.0,34.5,0.0,0.0,13.8,27.6,17.2,0.0,34.5,0.0,0.0,0,6.9
0.8,42.2,9.7,83.6,6.3,4.5,21.3,17.2,15.8,40.4,36.6,5.9,20.5,84.2,54.0,1.6,1.6,20.5,47.5,30.6,1.2,51.1,3.4,1.0,0,12.4
0.3,40.1,7.3,85.0,6.3,4.2,22.6,18.1,17.1,35.0,34.1,4.5,17.8,83.3,55.7,1.4,1.0,19.5,47.6,27.5,1.7,50.5,2.1,0.7,0,8.4
0.8,43.8,11.3,78.4,6.2,3.6,22.9,19.6,17.8,44.3,39.9,7.2,23.7,80.7,47.9,2.3,3.4,22.4,44.6,34.5,2.1,46.9,4.6,1.8,0,15.2
0.9,42.9,10.2,79.9,5.9,3.6,21.6,18.2,16.9,42.9,39.7,7.2,23.3,82.9,52.2,2.3,2.5,22.2,47.1,34.3,1.5,51.2,4.2,1.3,0,13.5
0.8,46.5,13.2,62.6,4.9,2.9,28.4,27.6,25.9,50.6,48.6,12.5,30.9,70.4,38.7,4.1,7.0,29.6,39.5,45.7,4.1,45.3,8.2,3.3,0,18.5
0.0,27.3,0.0,72.7,0.0,0.0,9.1,0.0,0.0,18.2,18.2,0.0,0.0,63.6,27.3,0.0,0.0,9.1,18.2,9.1,0.0,27.3,0.0,0.0,0,0.0
0.0,28.6,0.0,81.0,2.4,0.0,9.5,7.1,4.8,28.6,21.4,0.0,9.5,81.0,54.8,0.0,0.0,9.5,42.9,16.7,0.0,41.6,0.0,0.0,0,3.5
0.0,24.2,0.0,75.8,3.0,0.0,12.1,9.1,7.5,27.3,24.2,0.0,9.1,81.8,45.5,0.0,0.0,9.1,42.4,15.2,0.0,36.4,0.0,0.0,0,3.0
0.5,33.3,4.8,86.9,5.2,3.3,17.1,13.3,11.4,32.4,28.1,2.9,13.8,86.7,63.8,0.5,0.0,15.2,52.1,23.3,0.5,53.3,1.4,0.0,0,6.2
0.4,41.0,9.0,77.8,5.1,3.4,23.7,20.7,19.5,41.0,38.7,7.1,22.2,79.3,51.9,1.9,3.0,22.2,45.5,33.5,2.3,48.5,4.1,1.5,0,11.7
0.7,41.1,8.9,82.1,5.6,3.9,20.7,17.5,16.3,41.8,38.2,6.1,21.8,81.8,50.9,1.4,1.4,20.4,46.3,29.8,1.1,48.8,3.2,1.1,0,13.0
0.4,35.5,6.1,85.3,5.6,3.5,18.8,14.7,13.9,36.8,33.8,4.3,17.1,84.4,58.4,0.9,0.9,17.3,50.2,26.4,0.9,51.5,2.2,0.4,0,9.5
1.0,46.1,12.5,79.3,6.4,4.5,25.0,21.4,19.8,43.1,41.1,7.7,23.2,81.4,49.9,2.8,3.5,24.1,45.5,36.0,2.3,50.4,4.5,1.9,0,14.5
1.4,41.3,10.0,84.0,7.6,5.1,24.4,20.5,19.0,44.9,42.6,8.8,26.3,82.7,55.0,2.4,2.7,24.5,50.1,31.6,2.3,51.2,5.3,1.8,0,15.7
0.6,33.7,5.1,85.1,5.1,3.4,17.1,13.1,12.0,33.1,29.7,2.9,14.3,85.7,57.1,1.1,0.3,15.4,50.3,23.4,0.0,49.7,1.1,0.0,0,7.4
0.0,33.9,3.7,84.4,3.7,1.8,15.6,11.0,10.1,29.4,26.1,1.8,11.9,85.3,56.0,0.0,0.0,13.8,46.8,22.0,0.0,47.7,0.0,0.0,0,5.5
0.0,30.0,3.3,70.0,0.0,0.0,13.3,10.0,6.7,26.7,23.3,0.0,10.0,73.3,40.0,0.0,0.0,13.3,33.3,20.0,0.0,36.7,0.0,0.0,0,3.3
1.3,42.1,9.7,84.2,7.1,5.2,23.7,20.2,18.9,41.5,38.3,7.1,21.7,84.3,55.6,2.5,2.6,22.8,50.0,31.9,2.2,52.1,4.0,1.5,0,13.1
1.2,44.7,11.5,80.8,7.1,4.7,26.1,22.8,21.3,45.6,43.0,9.0,25.7,81.5,51.9,2.7,3.5,25.6,47.3,35.5,2.9,50.3,5.4,2.5,0,15.7
1.1,39.0,8.7,79.1,6.0,4.4,24.1,21.3,19.7,40.4,40.1,7.8,23.0,79.8,52.5,1.8,2.5,23.4,47.5,33.3,2.1,48.6,3.5,1.4,0,12.1
0.0,30.0,2.0,78.0,4.0,2.0,14.0,10.0,8.0,32.0,30.0,2.0,16.0,80.0,44.0,2.0,0.0,16.0,42.0,20.0,0.0,46.0,0.0,0.0,0,8.0
0.0,18.2,0.0,72.7,0.0,0.0,9.1,0.0,0.0,18.2,9.1,0.0,0.0,63.6,27.3,0.0,0.0,0.0,18.2,9.1,0.0,27.3,0.0,0.0,0,0.0
0.6,41.2,8.1,83.1,7.1,5.5,21.8,18.8,17.2,35.4,36.4,4.5,16.9,83.1,48.4,1.3,1.3,22.1,46.8,28.9,1.0,48.4,1.9,0.6,0,11.0
3.0,51.8,17.5,84.7,10.4,8.0,31.1,28.0,25.9,50.1,47.6,12.0,29.6,87.2,60.4,5.5,6.3,30.4,53.7,43.4,4.9,59.7,8.0,4.6,0,18.9
3.0,50.9,16.8,86.1,10.7,7.6,28.7,25.4,23.7,50.9,48.9,12.1,31.0,87.9,61.0,4.7,5.4,30.3,54.1,41.0,4.4,58.9,7.8,4.2,0,19.4
3.0,49.5,15.1,91.6,11.1,9.8,28.7,24.4,22.8,45.7,43.4,9.1,25.4,91.0,69.1,4.2,4.2,26.6,57.1,36.1,4.0,61.5,6.1,3.3,0,15.8
2.9,49.8,15.5,87.2,10.2,8.0,28.9,24.8,23.2,47.7,45.9,10.6,27.7,88.4,61.9,4.5,4.7,28.1,54.6,39.9,3.9,58.6,6.8,3.6,0,16.9
3.4,49.7,15.1,90.2,11.0,8.5,29.0,24.7,23.3,48.1,44.6,9.6,26.5,90.1,65.5,4.3,4.3,26.8,56.9,38.2,4.1,61.1,6.9,3.6,0,16.7
2.9,48.4,13.6,89.5,10.0,7.8,28.5,24.0,22.4,46.4,44.0,9.6,25.7,89.3,63.9,3.8,3.8,26.7,55.9,38.4,3.6,60.3,6.0,3.3,0,15.2
